Folder_name,File_name,B1_1,B1_2,B1_3,B1_4,B1_5,B1_6,B1_7,B1_8,B1_9,B1_10,B1_11,B1_12,B1_13,B1_14,B1_15,B1_16,B1_17,B1_18,B1_19,B1_20,B1_21,B1_22,B1_23,B1_24,B1_25,B1_26,B1_27,B1_28,B1_29,B1_30,B1_31,B1_32,B1_33,B1_34,B1_35,B1_36,B1_37,B1_38,B1_39,B2_1,B2_2,B2_3,B2_4,B2_5,B2_6,B2_7,B2_8,B2_9,B2_10,B2_11,B2_12,B2_13,B2_14,B2_15,B2_16,B2_17,B2_18,B2_19,B2_20,B2_21,B2_22,B2_23,B2_24,B2_25,B2_26,B2_27,B2_28,B2_29,B2_30,B2_31,B2_32,B2_33,B2_34,B2_35,B2_36,B2_37,B2_38,B2_39
Beta_1.8,u_033,28,94,100,122,86,24,3,2,0,1,0,0,0,0,0,0,1,2,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,2,1,0,0,0,1,5,7,3,1,4,5,2,3,7,4,1,3,3,10,4,2,3,7,7,3,8,5,6,3,3,4,5,7,13,13,43,102,338,279,124,57,6
Beta_1.8,u_034,21,93,89,135,102,28,4,2,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,2,0,1,0,1,0,2,0,3,4,1,0,0,0,0,4,5,1,2,1,2,2,3,1,2,5,0,2,5,3,1,5,6,6,12,7,6,2,5,5,15,9,8,11,27,41,103,280,276,120,62,7
Beta_1.8,u_035,15,92,99,131,100,22,7,0,0,0,1,0,0,1,2,0,1,0,1,0,1,0,1,3,2,2,0,2,1,0,1,0,0,2,0,1,0,0,0,0,0,2,2,5,0,0,0,3,1,3,3,3,0,1,2,2,2,3,1,4,5,8,4,6,3,5,1,6,5,10,15,50,98,253,306,137,72,7
Beta_1.8,u_036,9,82,112,133,100,9,4,1,0,1,0,4,2,0,2,0,0,0,1,0,0,0,2,0,0,1,0,0,0,0,1,1,1,0,1,1,1,2,0,0,1,3,1,2,1,0,1,4,2,1,2,5,3,4,2,0,0,1,3,2,1,5,8,6,1,1,0,6,6,9,14,36,107,295,268,134,73,37
Beta_1.8,u_037,16,80,100,151,86,7,9,3,1,2,1,0,1,1,0,0,1,0,0,1,1,0,0,0,2,1,0,1,0,1,1,3,2,3,3,1,2,1,0,0,0,0,2,5,1,1,0,0,1,3,0,0,2,3,2,2,3,0,4,2,2,2,0,7,4,10,4,2,1,20,11,49,116,331,282,160,80,6
Beta_1.8,u_038,21,72,95,147,86,12,3,2,3,0,1,2,0,2,1,2,2,1,0,2,1,1,2,2,3,1,1,0,1,1,1,1,1,0,0,2,2,0,0,0,2,1,6,2,0,2,2,1,0,0,0,2,0,6,1,2,0,3,1,6,3,5,4,5,8,7,4,6,5,9,20,46,152,315,281,134,73,6
Beta_1.8,u_039,14,93,92,154,66,13,3,2,2,2,2,3,3,0,0,0,2,1,0,1,1,1,0,0,0,1,1,1,1,0,0,0,1,4,0,0,1,0,0,0,3,3,7,3,0,3,3,5,0,2,1,3,3,1,1,3,2,3,5,2,3,3,4,2,1,9,7,6,3,10,30,52,139,342,284,144,43,11
Beta_1.8,u_040,30,98,70,121,64,12,9,4,1,1,0,0,1,1,1,0,1,0,0,0,0,1,4,1,0,1,1,0,0,0,0,2,1,0,0,1,0,0,0,1,3,2,2,2,3,1,4,0,1,3,2,2,3,4,2,0,6,2,5,5,1,1,3,7,6,5,1,5,8,11,17,45,129,334,321,156,76,7
Beta_1.8,u_041,18,91,86,136,83,15,3,5,0,3,2,0,3,0,0,0,0,0,0,1,0,0,3,1,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,3,3,4,5,2,7,5,1,2,1,1,1,2,2,4,5,2,4,4,5,4,4,5,3,5,2,8,5,14,16,16,36,102,313,380,128,67,1
Beta_1.8,u_042,12,103,81,136,103,20,5,5,3,1,1,2,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,1,0,0,0,1,0,2,1,0,0,0,2,4,3,3,1,1,8,4,2,2,6,5,2,2,6,4,9,4,2,2,6,4,2,3,3,3,10,10,10,11,14,30,108,308,320,153,69,6
Beta_1.8,u_043,23,101,84,111,93,23,9,1,2,3,0,1,2,0,0,0,1,1,0,0,0,0,0,0,0,1,3,0,0,0,0,0,2,4,1,0,3,3,0,0,3,1,6,2,2,2,1,1,5,2,3,3,1,2,0,5,4,7,10,2,2,5,7,6,5,6,6,11,8,14,15,33,87,275,321,116,75,12
Beta_1.8,u_044,16,85,114,128,93,19,6,2,0,0,0,0,1,2,0,1,0,0,0,0,0,3,2,0,2,0,0,3,1,3,1,0,1,1,1,0,2,1,0,0,0,1,7,2,0,2,2,5,3,2,1,2,0,4,2,0,2,2,2,3,2,5,4,5,2,9,7,8,11,17,16,38,125,298,287,147,59,17
Beta_1.8,u_045,13,85,121,162,82,12,1,1,1,5,2,0,1,3,1,1,1,3,1,0,1,0,1,1,0,0,0,1,2,0,1,0,0,2,0,2,0,0,0,0,3,0,0,2,3,3,5,0,5,4,0,1,1,3,1,2,3,6,4,4,2,2,1,2,5,6,2,5,9,13,20,37,135,300,259,148,98,8
Beta_1.8,u_046,16,71,105,165,82,24,3,2,0,1,1,1,0,0,1,1,1,0,0,1,0,1,0,2,1,1,1,0,0,0,0,1,1,2,0,3,3,0,0,0,1,1,1,1,5,1,3,1,0,0,2,1,2,1,3,1,3,3,3,1,8,1,4,5,1,2,12,7,7,18,31,66,129,347,245,141,56,9
Beta_1.8,u_047,23,79,83,167,92,17,4,2,2,0,0,3,1,0,1,0,0,0,1,1,0,1,0,2,0,3,0,1,3,0,0,1,3,0,2,2,2,0,0,1,4,0,1,0,2,5,2,1,1,0,2,0,1,0,2,4,1,6,2,4,2,5,3,5,3,5,9,3,10,12,28,63,159,297,258,141,83,6
Beta_1.8,u_048,11,106,76,138,88,12,1,3,3,4,2,1,2,1,0,1,3,0,0,0,2,1,1,0,1,2,2,0,1,0,1,1,1,2,0,1,0,2,0,0,1,6,7,4,2,0,2,4,3,0,0,3,1,0,2,2,6,6,4,5,2,2,5,2,1,5,9,3,9,20,22,41,115,287,334,170,55,12
Beta_1.8,u_049,12,118,77,113,93,23,7,2,3,1,0,2,4,2,1,1,1,0,0,0,1,2,1,0,0,0,2,1,0,2,0,0,0,0,0,0,1,0,0,0,2,3,2,2,3,2,4,2,2,3,2,2,7,3,0,6,1,0,3,7,2,3,0,1,6,11,11,11,10,11,9,30,110,369,330,137,60,4
Beta_1.8,u_050,17,97,83,109,75,25,6,2,2,2,2,0,2,0,5,3,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,1,1,0,0,4,0,0,0,0,1,4,2,0,5,2,0,3,5,3,3,1,1,0,3,1,2,3,4,4,8,6,6,12,5,6,6,4,3,3,16,46,130,315,378,138,42,6
Beta_1.8,u_051,16,108,102,117,86,15,9,4,1,0,0,0,1,0,1,0,0,0,0,0,2,0,1,0,1,2,1,0,0,0,2,0,0,0,0,1,0,1,0,0,0,6,1,3,1,1,3,7,0,7,6,3,2,3,6,3,1,1,4,4,4,5,4,2,3,4,3,6,7,17,22,52,107,332,308,122,52,8
Beta_1.8,u_052,19,109,94,140,85,12,6,1,0,2,1,0,1,2,1,1,0,0,2,0,0,0,0,0,0,2,0,0,0,1,0,0,0,2,0,2,0,1,0,1,3,3,4,3,0,3,4,0,2,1,5,6,1,3,5,0,4,2,12,2,3,9,5,5,6,8,6,9,10,11,11,40,112,331,276,143,69,9
Beta_1.8,u_053,13,81,111,159,86,13,5,0,2,1,0,1,0,1,0,0,0,1,1,0,0,2,0,0,0,0,2,0,0,0,2,1,1,2,1,3,2,0,0,0,0,2,3,5,2,3,5,1,1,2,4,2,2,1,1,2,3,1,2,2,3,4,10,8,5,13,9,6,8,12,14,42,148,310,254,152,50,2
Beta_1.8,u_054,13,84,78,175,87,18,4,4,1,0,0,0,0,2,4,0,1,0,2,2,0,1,2,0,3,1,0,3,1,0,0,0,1,0,0,2,0,0,0,0,1,0,5,1,2,2,2,0,1,1,2,0,2,3,3,5,6,3,2,5,9,8,4,4,2,2,7,5,7,14,24,49,100,303,250,127,88,10
Beta_1.8,u_055,13,82,88,146,109,17,9,2,4,2,2,1,1,2,0,1,3,1,1,1,1,0,2,0,0,0,1,0,2,0,0,1,1,1,1,2,5,0,0,0,1,2,5,0,0,1,3,3,1,0,2,0,5,4,0,6,4,1,1,3,2,3,4,4,8,2,11,6,10,6,30,48,131,270,283,139,64,10
Beta_1.8,u_056,14,75,103,133,92,9,3,4,1,3,0,0,0,1,0,0,1,1,0,0,0,2,1,0,1,2,1,4,1,1,2,1,0,1,0,1,2,2,0,0,1,2,1,4,0,1,1,2,2,0,1,2,3,2,2,0,1,0,2,1,3,3,3,5,6,4,9,3,9,8,15,39,114,312,292,150,89,10
Beta_1.8,u_057,18,81,105,142,93,9,1,1,2,1,1,0,2,0,2,6,0,2,0,0,1,0,0,1,0,1,0,1,1,2,1,1,2,1,0,2,0,1,0,0,3,2,1,0,6,1,2,0,1,3,3,0,1,2,1,2,2,1,2,5,2,5,3,6,6,4,3,4,9,6,11,48,118,315,336,175,51,3
Beta_1.8,u_058,15,104,95,120,72,21,7,2,3,2,0,1,1,0,1,0,1,2,2,0,0,2,1,0,0,1,1,0,0,1,2,1,0,1,0,0,1,0,0,0,1,2,10,2,2,2,2,2,0,4,1,2,0,0,3,3,3,2,3,1,5,4,3,5,8,6,3,3,10,10,23,47,154,359,320,130,42,9
Beta_1.8,u_059,25,94,91,116,62,11,12,6,0,4,2,0,0,1,1,0,0,2,1,2,0,0,1,0,0,0,0,2,0,0,0,0,0,1,0,1,1,1,0,0,1,1,0,4,3,1,0,1,3,2,2,5,5,2,1,2,3,5,3,3,7,4,6,2,3,5,6,8,11,11,21,47,140,343,300,141,57,2
Beta_1.8,u_060,24,96,94,115,85,18,3,6,2,0,1,1,0,0,2,0,2,0,0,0,0,1,0,0,1,0,0,1,1,1,0,1,0,0,1,0,1,1,0,0,1,6,5,8,6,1,1,5,2,2,3,0,1,4,6,4,7,0,2,6,2,1,5,8,5,5,2,9,7,9,17,40,121,304,351,112,64,7
Beta_1.8,u_061,15,115,104,115,108,8,10,0,1,1,0,0,1,0,0,0,2,2,0,1,0,0,0,0,0,1,1,0,0,2,1,1,1,0,0,0,1,0,0,0,2,5,1,3,2,4,5,1,2,3,7,4,4,8,7,6,5,2,7,5,1,3,5,1,4,6,5,10,12,11,19,34,99,295,302,167,63,9
Beta_1.8,u_062,15,89,98,145,102,23,7,0,1,0,0,1,0,1,1,0,2,1,0,0,1,0,0,1,0,0,1,0,0,2,0,1,0,0,1,4,1,0,0,0,2,2,7,6,1,4,0,1,0,2,1,1,2,0,2,3,5,5,1,1,9,8,8,11,9,7,14,12,13,24,24,29,93,268,312,137,73,2
Beta_1.8,u_063,11,84,88,155,97,27,7,6,2,1,1,0,0,2,0,0,0,1,1,1,1,0,0,1,1,2,2,0,0,0,1,0,0,2,1,0,1,1,0,0,1,1,2,5,3,1,1,1,2,0,2,7,0,7,2,4,5,2,3,2,2,1,5,5,2,11,6,6,20,5,20,41,95,264,346,134,76,4
Beta_1.8,u_064,9,96,92,138,91,21,4,3,3,1,0,2,1,3,0,0,0,2,0,1,0,0,0,0,2,1,0,0,2,1,0,0,0,0,1,1,1,1,0,0,1,3,1,2,0,1,3,2,0,0,3,3,5,4,2,2,0,1,0,2,1,4,8,10,3,1,6,7,12,5,10,38,94,301,264,144,101,13
Beta_1.8,u_065,18,84,115,168,71,12,2,2,2,2,2,0,0,2,0,1,2,0,0,2,0,0,0,0,1,0,2,0,1,2,3,2,0,1,1,1,2,0,0,0,0,2,2,2,0,1,1,4,3,3,1,1,1,0,1,1,2,1,0,4,0,0,4,5,7,9,9,3,4,14,22,46,128,314,267,178,59,5
Beta_1.8,u_066,16,71,114,149,74,11,2,3,0,1,0,0,1,1,1,1,2,3,2,1,1,0,0,0,2,1,0,0,2,1,0,0,1,2,2,2,0,1,0,0,2,1,2,3,4,0,0,2,1,1,2,2,1,2,1,1,0,4,1,7,6,5,4,4,1,5,4,5,14,7,15,40,143,349,268,153,43,3
Beta_1.8,u_067,19,90,94,132,83,10,7,6,4,0,0,0,2,1,0,1,1,3,0,0,0,0,3,0,3,1,0,0,0,0,3,2,0,2,1,0,1,0,0,0,0,3,5,1,0,1,3,5,1,0,2,1,2,1,2,5,3,2,4,4,2,6,8,4,5,2,3,6,12,9,26,57,134,328,281,150,50,12
Beta_1.8,u_068,31,109,62,130,90,6,5,5,1,2,3,0,2,2,0,0,1,0,2,0,2,0,1,1,0,2,0,1,0,0,1,0,1,0,0,0,0,0,0,2,0,1,6,0,0,1,1,0,1,1,3,3,5,1,0,3,2,5,1,4,1,3,4,6,2,2,6,7,13,12,20,51,112,318,336,153,72,14
Beta_1.8,u_069,15,104,83,110,79,16,5,4,2,1,0,0,0,3,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,2,0,1,2,3,0,0,0,0,0,1,4,4,3,3,0,1,6,1,0,5,5,0,2,2,0,2,4,4,2,5,5,5,5,3,6,8,6,9,9,12,31,106,311,341,171,57,15
Beta_1.8,u_070,25,79,83,145,103,16,5,0,2,0,1,0,1,0,0,0,0,0,1,2,0,1,1,0,3,0,0,0,0,0,0,0,0,0,2,1,0,1,1,0,2,6,2,1,4,0,4,3,2,7,4,5,3,7,4,2,3,3,1,6,7,10,4,5,0,5,7,3,9,6,9,35,120,304,351,123,47,8
Beta_1.8,u_071,24,108,75,132,90,15,19,2,6,0,2,1,3,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0,0,2,1,0,0,1,0,5,1,0,0,0,3,5,5,2,1,3,4,1,3,1,4,2,3,0,3,0,2,5,10,5,4,6,8,7,6,8,6,6,8,12,33,37,116,298,282,109,63,7
Beta_1.8,u_072,14,84,139,128,68,16,8,2,4,2,0,0,0,3,0,3,0,1,1,1,0,0,1,0,1,2,2,0,0,1,0,2,2,0,0,0,1,0,0,0,0,2,5,2,1,0,3,1,2,4,3,1,2,3,2,1,2,3,4,2,0,6,10,1,8,4,10,9,9,14,14,53,125,300,263,118,58,7
Beta_1.8,u_073,17,81,99,166,87,9,2,1,1,0,1,1,2,1,2,0,0,1,0,1,1,1,1,1,0,0,2,0,0,0,0,0,0,2,4,0,1,0,0,0,2,1,2,3,3,0,0,1,3,3,1,1,0,3,1,4,3,2,8,2,4,7,3,3,3,8,2,8,9,12,19,28,126,308,268,125,68,7
Beta_1.8,u_074,15,71,105,151,93,20,0,4,2,2,1,0,1,1,0,0,0,0,0,0,0,2,0,2,0,2,0,0,1,0,0,1,2,1,3,1,1,3,0,0,0,0,3,1,1,2,3,3,1,0,1,1,2,3,2,1,1,1,1,3,2,2,2,5,2,5,5,11,10,22,25,48,121,315,297,126,73,16
Beta_1.8,u_075,17,83,86,164,88,17,11,2,2,2,0,2,1,2,0,0,0,1,2,0,1,2,1,1,2,1,1,0,2,1,1,0,0,0,2,2,2,3,0,0,1,4,4,1,1,2,0,2,0,0,2,0,2,1,0,1,3,4,2,4,2,1,3,6,6,6,7,4,11,12,27,50,125,277,269,162,100,7
Beta_1.8,u_076,12,97,74,131,93,18,5,1,0,4,2,1,2,0,0,1,2,1,1,0,0,0,0,1,1,1,2,1,1,2,2,1,0,2,1,1,1,0,0,0,3,1,3,3,3,2,1,2,1,1,1,5,3,0,2,3,3,2,5,2,4,2,4,1,3,3,5,6,14,14,26,45,107,319,308,185,63,5
Beta_1.8,u_077,17,106,90,109,82,18,3,0,2,0,0,1,1,1,3,1,1,2,2,1,1,0,2,0,0,1,3,0,0,0,0,2,0,0,0,0,0,1,0,0,1,1,2,4,6,4,0,1,1,0,1,2,1,3,0,3,2,1,1,6,2,3,6,6,3,2,8,11,6,10,21,34,109,350,329,137,49,12
Beta_1.8,u_078,28,98,88,116,71,9,5,3,4,0,2,1,1,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,2,0,3,1,0,0,4,1,0,3,3,1,1,0,3,1,2,4,2,4,6,2,4,0,2,4,2,3,4,4,3,5,8,5,7,11,19,38,153,317,330,127,46,3
Beta_1.8,u_079,22,95,94,134,86,17,4,4,3,1,0,2,0,0,0,1,0,0,1,0,0,0,0,0,1,0,2,2,1,0,0,0,0,0,0,1,1,0,0,0,1,5,2,2,2,5,3,6,4,1,3,7,4,1,6,3,4,4,3,2,2,6,2,9,5,5,7,7,10,6,23,56,136,304,327,99,53,8
Beta_1.8,u_080,23,107,82,133,101,22,5,2,6,0,1,0,1,4,2,1,1,0,0,1,0,0,1,0,0,0,1,0,1,1,0,1,0,1,2,0,2,0,0,0,1,7,5,3,6,0,1,1,1,2,2,1,2,2,1,8,5,8,3,6,7,4,2,4,10,5,6,4,8,19,17,39,99,305,299,119,41,12
Beta_1.8,u_081,15,80,100,156,110,17,4,2,2,1,1,0,0,0,0,0,2,1,0,2,0,0,0,1,2,1,0,0,2,0,0,1,0,0,0,4,3,0,0,0,0,3,1,5,3,5,4,6,3,4,2,1,0,2,4,1,0,2,1,4,3,6,5,3,7,6,4,14,16,9,17,35,99,298,256,132,77,22
Beta_1.8,u_082,22,65,91,141,113,27,5,3,1,1,1,2,3,1,0,1,1,0,0,0,1,0,0,0,2,2,1,2,0,1,0,0,1,1,0,0,1,1,0,0,0,0,3,1,0,0,0,2,2,2,0,5,6,3,2,5,4,9,3,6,3,4,5,8,2,2,6,14,5,10,14,26,87,278,292,171,86,4
Beta_1.8,u_083,8,76,95,161,92,29,8,3,4,0,0,2,1,2,3,1,0,0,1,1,1,1,0,1,1,0,2,0,0,1,0,0,0,1,2,1,3,2,0,0,1,2,4,2,0,4,1,2,2,0,1,1,2,0,1,0,1,1,1,0,7,5,2,7,6,9,14,12,8,14,20,39,103,289,287,144,80,6
Beta_1.8,u_084,21,69,98,149,83,14,3,2,3,1,3,1,0,1,0,0,1,0,0,0,0,1,1,1,4,0,1,2,2,1,3,1,0,1,0,0,0,2,1,0,1,2,2,0,0,1,1,3,3,0,2,0,1,2,2,4,2,2,1,4,2,1,1,4,5,3,8,13,13,15,22,47,123,317,280,134,76,19
Beta_1.8,u_085,24,83,112,157,68,12,0,3,0,2,1,2,4,0,3,0,2,2,1,1,2,0,1,0,0,0,0,0,1,1,2,3,0,2,2,1,1,0,0,0,2,1,5,6,4,1,0,2,1,0,2,1,1,2,1,1,6,1,3,6,5,2,2,4,5,6,12,10,15,11,18,40,111,333,278,158,81,6
Beta_1.8,u_086,14,100,93,135,68,13,6,3,2,1,1,0,1,0,1,0,2,0,2,4,0,0,2,0,1,2,1,0,0,1,2,1,1,0,1,0,0,0,0,0,2,1,2,4,0,1,3,3,1,2,1,4,0,4,5,5,5,2,2,6,2,5,3,4,3,0,8,13,8,8,22,54,155,297,340,128,42,8
Beta_1.8,u_087,27,92,76,124,79,16,5,6,7,4,0,1,3,1,0,0,0,0,2,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,2,0,2,2,2,3,2,6,2,0,2,3,1,3,2,3,0,4,4,3,1,0,4,9,5,8,17,10,8,16,18,50,134,324,294,115,48,8
Beta_1.8,u_088,21,99,83,120,85,21,4,10,1,1,3,4,3,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,1,0,2,2,1,0,1,0,0,2,5,4,3,0,3,4,0,1,2,2,1,2,0,6,4,4,3,7,4,7,5,0,5,3,4,5,4,8,12,18,49,111,286,328,133,62,18
Beta_1.8,u_089,12,106,83,129,92,18,3,3,2,1,0,1,1,1,1,1,1,0,1,1,0,0,2,0,3,1,0,0,1,1,0,0,1,0,1,1,0,1,0,0,3,5,5,4,1,1,2,1,3,0,5,1,2,2,7,6,6,5,2,1,6,8,3,1,5,2,7,8,14,10,15,44,80,279,318,172,82,9
Beta_1.8,u_090,10,94,93,132,97,34,7,4,2,4,1,1,1,1,1,0,1,0,0,1,0,0,0,0,1,1,1,1,0,1,0,1,1,0,0,2,1,0,0,0,3,2,6,0,5,2,5,2,1,1,4,2,2,3,3,4,1,4,2,4,4,5,6,7,6,8,7,15,8,13,19,44,91,284,327,136,41,6
Beta_1.8,u_091,13,90,88,146,82,11,13,4,1,1,1,0,2,2,0,1,0,1,0,1,1,0,1,0,0,0,3,1,0,0,2,0,2,1,0,0,1,2,0,0,2,1,2,1,1,2,4,5,7,2,0,3,2,1,2,5,8,1,4,4,3,5,4,8,4,8,7,14,10,25,25,37,103,274,275,134,49,16
Beta_1.8,u_092,21,79,107,148,82,9,9,3,2,1,0,3,1,0,1,3,0,0,1,2,1,0,1,1,1,0,0,2,2,0,1,1,1,0,0,1,2,1,1,1,1,2,2,2,0,1,2,2,2,0,2,3,1,0,3,0,3,5,8,6,5,4,9,8,5,2,16,21,11,11,20,40,125,304,239,131,72,18
Beta_1.8,u_093,21,77,122,155,74,11,5,8,4,2,1,0,2,1,0,2,0,1,1,1,1,0,0,0,0,1,1,0,4,1,0,1,0,3,0,1,1,0,0,0,0,2,2,4,2,3,0,6,1,1,3,0,2,5,3,0,0,2,4,11,2,4,8,7,5,10,7,4,10,13,31,58,140,295,249,140,57,6
Beta_1.8,u_094,11,73,115,156,90,18,2,1,5,1,1,0,3,0,2,1,3,0,0,1,0,1,3,1,0,1,0,0,1,0,0,0,2,0,3,2,3,0,0,0,1,3,3,3,0,3,3,0,0,1,1,0,0,7,2,4,4,2,0,4,7,8,8,3,4,5,7,8,13,11,26,43,137,303,277,168,58,5
Beta_1.8,u_095,17,81,85,145,90,24,7,0,4,1,1,4,1,1,0,1,0,0,0,0,0,2,0,0,3,1,1,2,1,1,1,1,0,2,1,2,0,0,0,0,5,3,2,6,2,1,3,2,0,1,2,4,1,1,1,5,4,4,1,5,5,3,6,1,7,17,7,3,10,6,20,44,136,283,297,169,63,12
Beta_1.8,u_096,22,98,74,112,78,24,4,2,2,4,2,3,2,2,2,2,1,1,1,2,0,0,0,2,0,3,1,0,0,0,2,1,0,0,2,0,0,0,0,1,0,4,2,6,2,2,5,4,1,1,3,1,3,7,4,2,1,1,3,2,7,8,5,8,4,12,5,12,11,10,23,34,120,293,320,188,51,14
Beta_1.8,u_097,12,101,86,127,72,23,6,8,2,0,4,2,1,1,1,1,1,0,1,1,0,2,0,0,1,2,0,0,0,0,0,1,0,1,1,1,1,0,0,0,1,2,2,5,1,3,2,6,4,4,2,0,2,5,4,6,6,3,4,5,7,2,2,5,3,12,12,7,3,6,15,20,120,332,329,160,40,2
Beta_1.8,u_098,23,100,97,127,68,18,2,9,1,2,2,2,0,2,0,0,0,1,0,1,0,0,1,2,0,0,0,1,1,1,0,1,0,1,0,1,0,0,0,0,1,3,1,3,2,1,5,1,1,2,3,5,6,4,0,2,3,4,9,3,6,7,3,2,4,8,6,9,5,11,27,48,130,297,335,103,37,6
Beta_1.8,u_099,28,92,99,114,80,16,3,5,1,0,1,3,2,0,0,1,2,0,0,1,0,1,1,2,0,0,1,0,0,0,0,0,2,1,0,1,1,1,0,0,2,4,4,5,3,1,2,1,1,0,1,2,2,5,4,3,5,3,3,5,4,1,4,8,6,9,6,7,10,16,32,50,109,330,280,101,51,11
Beta_1.8,u_100,11,94,109,151,107,21,6,2,0,6,0,1,0,0,0,1,0,0,1,0,3,1,2,0,0,0,0,0,1,2,0,2,2,0,1,3,4,0,0,0,0,1,2,4,4,6,3,1,4,2,3,0,6,3,1,1,3,4,4,4,3,1,4,12,8,7,10,12,10,14,22,47,125,304,235,123,80,9
Beta_1.8,u_101,6,83,113,131,100,17,3,3,2,1,2,1,0,1,0,1,3,1,0,2,0,1,2,0,0,2,3,3,0,0,1,1,0,1,0,1,1,1,0,0,0,2,4,1,1,0,3,0,2,1,4,1,1,4,5,0,8,4,7,10,1,6,7,9,11,6,8,4,6,21,30,43,102,261,285,157,69,2
Beta_1.8,u_102,15,76,89,148,93,21,6,3,1,2,2,0,1,3,4,1,0,1,1,1,1,0,1,0,0,0,2,0,1,0,2,3,1,2,1,1,1,3,0,0,0,4,2,1,2,1,0,2,4,1,3,5,0,1,0,1,1,2,3,1,3,5,7,5,8,7,7,10,17,18,26,38,104,272,276,130,87,10
Beta_1.8,u_103,12,88,86,141,89,17,8,2,4,0,1,1,0,2,2,0,1,0,3,1,1,0,2,0,1,0,1,1,0,1,3,0,0,0,0,2,2,1,0,0,0,4,2,2,1,4,1,1,1,2,2,1,2,2,2,2,0,0,5,1,0,4,7,3,4,8,5,7,4,11,18,52,108,291,291,163,87,17
Beta_1.8,u_104,20,78,81,146,82,17,5,3,3,0,3,1,1,0,2,0,0,1,3,0,0,0,1,0,0,1,0,1,1,2,1,1,2,1,1,1,1,0,0,0,0,1,4,2,2,0,5,1,2,6,4,1,0,0,6,2,3,3,3,1,5,2,6,9,5,4,10,10,4,5,10,31,134,312,297,175,70,2
Beta_1.8,u_105,12,120,104,111,63,12,10,2,2,0,0,0,1,0,0,3,1,2,1,1,0,1,1,0,2,1,0,1,0,0,2,1,0,0,2,1,1,0,0,0,1,3,6,1,1,2,2,2,2,1,1,1,2,3,2,2,6,3,5,2,8,2,7,7,6,2,6,7,5,9,23,48,145,330,327,126,40,4
Beta_1.8,u_106,34,102,79,120,63,8,4,4,1,2,2,1,1,1,0,1,1,0,3,0,1,0,1,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,3,0,2,4,7,1,2,1,6,3,2,5,2,1,8,1,2,1,2,3,4,5,2,3,3,10,8,8,12,33,48,142,295,300,124,38,7
Beta_1.8,u_107,21,102,90,124,90,12,5,4,1,1,1,0,3,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,2,0,0,1,1,0,1,2,1,0,0,1,2,5,0,4,4,6,3,2,2,5,2,4,4,3,6,4,5,6,1,2,5,4,5,8,3,3,8,7,6,13,27,140,296,293,108,67,11
Beta_1.8,u_108,12,114,79,122,103,23,9,0,1,0,0,0,1,0,0,1,0,2,1,0,0,1,0,0,0,2,2,0,1,1,0,0,1,2,0,1,1,1,0,0,1,4,3,3,2,2,3,2,0,2,0,2,3,2,5,2,4,7,6,7,5,2,6,2,4,5,5,7,15,10,13,33,94,303,301,156,58,6
Beta_1.8,u_109,10,96,85,136,101,17,9,1,4,2,0,0,1,2,1,0,1,1,0,0,0,0,0,4,0,0,0,1,1,0,3,0,0,1,0,0,1,1,0,0,3,5,3,1,3,1,2,4,1,1,2,0,3,3,6,0,2,3,6,2,3,3,5,6,7,4,12,9,6,12,32,31,98,261,288,130,97,4
Beta_1.8,u_110,13,73,88,165,85,29,6,1,0,1,1,1,1,0,0,1,2,1,1,2,0,0,0,0,1,0,0,0,1,1,1,0,2,0,3,1,2,0,0,0,0,0,3,2,0,4,2,4,3,3,1,1,1,7,4,3,3,1,6,4,1,3,5,3,5,9,9,2,10,10,19,30,70,279,279,158,91,9
Beta_1.8,u_111,20,86,103,118,89,23,4,1,2,1,0,0,0,1,0,0,0,1,2,1,2,0,0,1,1,3,0,0,1,0,1,2,1,2,1,2,1,2,0,0,2,2,5,1,1,1,1,2,1,3,2,2,0,0,1,2,2,3,4,5,5,2,1,2,4,8,6,6,6,7,16,37,71,307,297,157,57,4
Beta_1.8,u_112,20,85,95,127,75,14,2,4,1,4,0,0,1,2,0,0,1,1,0,2,0,0,2,1,0,1,1,1,0,1,1,1,0,0,2,1,0,1,0,0,0,1,1,0,5,0,0,5,2,2,0,2,1,1,3,1,1,2,1,1,3,1,5,4,4,2,4,5,6,12,22,60,153,296,266,140,59,9
