Folder_name,File_name,B1_1,B1_2,B1_3,B1_4,B1_5,B1_6,B1_7,B1_8,B1_9,B1_10,B1_11,B1_12,B1_13,B1_14,B1_15,B1_16,B1_17,B1_18,B1_19,B1_20,B1_21,B1_22,B1_23,B1_24,B1_25,B1_26,B1_27,B1_28,B1_29,B1_30,B1_31,B1_32,B1_33,B1_34,B1_35,B1_36,B1_37,B1_38,B1_39,B1_40,B1_41,B1_42,B1_43,B1_44,B1_45,B1_46,B1_47,B1_48,B2_1,B2_2,B2_3,B2_4,B2_5,B2_6,B2_7,B2_8,B2_9,B2_10,B2_11,B2_12,B2_13,B2_14,B2_15,B2_16,B2_17,B2_18,B2_19,B2_20,B2_21,B2_22,B2_23,B2_24,B2_25,B2_26,B2_27,B2_28,B2_29,B2_30,B2_31,B2_32,B2_33,B2_34,B2_35,B2_36,B2_37,B2_38,B2_39,B2_40,B2_41,B2_42,B2_43,B2_44,B2_45,B2_46,B2_47,B2_48
Beta_1.4,u_343,10,47,179,315,11,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,1,0,0,0,0,2,0,1,0,0,1,0,2,0,1,1,0,0,0,1,0,0,0,2,2,3,1,0,1,0,0,0,5,1,0,3,3,1,1,1,0,2,1,1,3,2,1,4,5,1,5,21,110,585,213,64,10
Beta_1.4,u_344,20,35,164,284,11,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2,0,1,0,0,0,0,0,2,0,0,0,1,0,1,0,1,0,0,2,0,0,0,5,0,2,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,2,0,0,0,3,2,3,3,0,3,0,0,2,5,2,4,2,2,3,23,110,625,234,44,4
Beta_1.4,u_345,22,47,146,286,6,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,2,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,2,0,0,0,1,0,0,0,0,2,0,0,0,5,1,0,0,1,1,1,2,0,0,1,0,0,0,2,0,0,2,0,0,0,1,0,1,0,0,1,1,1,2,0,1,1,2,2,1,0,4,8,9,19,126,659,223,52,7
Beta_1.4,u_346,15,60,136,252,11,0,0,0,0,2,0,0,0,2,0,1,0,0,1,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,2,4,5,1,1,0,0,0,0,0,1,0,0,0,0,0,0,3,1,1,4,0,0,0,1,0,0,0,7,1,1,1,1,0,0,1,1,0,2,4,8,25,115,696,204,50,7
Beta_1.4,u_347,19,61,160,245,13,1,0,1,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,2,0,0,0,1,1,2,4,0,0,0,2,0,1,3,0,2,2,0,1,2,1,0,0,0,0,0,1,1,0,0,2,3,0,0,4,2,1,3,1,0,2,0,0,4,3,15,124,702,202,44,5
Beta_1.4,u_348,21,68,191,233,6,2,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,4,1,0,1,1,1,0,0,0,0,1,1,1,0,0,0,4,1,1,2,2,1,2,3,0,1,1,1,0,0,0,1,2,2,1,2,4,2,8,28,116,698,200,22,8
Beta_1.4,u_349,25,73,189,223,8,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,6,7,5,1,0,0,0,0,1,1,0,1,1,0,0,1,2,0,1,2,1,1,1,0,3,1,0,0,1,0,4,2,1,5,1,4,3,1,5,2,19,105,689,161,34,12
Beta_1.4,u_350,20,56,211,253,9,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,2,0,0,0,0,3,7,0,3,0,1,2,1,2,3,2,2,4,1,1,0,0,1,0,1,1,2,1,1,1,1,1,0,1,2,3,1,3,0,1,2,1,1,0,3,26,116,640,179,51,2
Beta_1.4,u_351,21,53,213,268,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,2,0,0,0,0,0,0,0,1,2,0,0,1,2,5,4,4,0,0,0,0,0,2,2,1,1,1,2,5,1,1,2,1,3,4,2,3,0,3,2,1,1,0,0,0,3,3,3,1,4,1,0,3,23,114,601,169,41,6
Beta_1.4,u_352,14,48,208,284,8,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,2,5,2,0,1,2,2,0,0,2,2,1,2,4,1,0,0,0,0,0,2,0,2,5,2,1,1,2,6,2,0,1,3,3,4,2,1,5,3,6,14,115,589,199,48,8
Beta_1.4,u_353,6,52,218,310,9,0,1,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,1,2,0,1,1,1,0,0,0,2,5,2,3,0,1,1,1,0,2,0,1,2,0,0,2,3,4,3,0,0,0,1,1,0,2,5,3,2,3,9,25,114,576,192,55,4
Beta_1.4,u_354,8,48,182,304,14,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,1,0,0,0,0,2,0,1,1,0,0,1,0,2,0,0,0,2,0,0,0,1,0,0,0,3,1,2,2,0,1,0,0,1,3,2,2,4,1,1,0,2,1,2,1,2,2,0,2,3,7,3,20,110,580,219,56,8
Beta_1.4,u_355,17,38,170,282,11,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,2,0,0,0,0,1,1,0,0,1,0,0,2,0,0,0,4,2,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,2,0,0,0,1,0,2,0,0,0,3,2,3,3,2,1,1,0,3,4,2,5,1,8,18,111,638,232,58,3
Beta_1.4,u_356,22,45,143,277,5,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,2,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,5,1,0,0,0,2,1,2,1,0,0,0,1,0,1,0,2,1,0,1,0,0,1,0,0,0,0,1,1,3,1,0,1,3,3,0,1,1,10,9,22,121,664,220,54,3
Beta_1.4,u_357,16,62,147,259,8,0,0,0,2,0,0,0,1,0,1,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,1,4,5,2,1,1,0,0,0,0,0,1,0,0,0,0,0,2,2,2,2,2,0,0,0,0,1,4,3,0,3,0,2,0,0,2,0,1,2,1,5,30,106,694,213,52,7
Beta_1.4,u_358,19,64,163,235,10,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,0,0,0,0,2,2,3,1,0,0,0,2,1,0,3,0,0,2,4,2,1,0,0,0,0,0,0,1,1,1,2,0,2,1,1,4,3,3,1,1,1,0,1,1,5,16,118,710,214,32,9
Beta_1.4,u_359,20,67,189,220,9,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,3,1,0,1,0,1,0,2,0,0,0,3,0,0,0,0,2,2,1,1,0,4,1,1,1,4,1,1,0,0,1,1,1,2,3,0,0,5,5,26,117,721,178,18,4
Beta_1.4,u_360,23,59,203,219,5,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,5,9,1,4,1,0,0,0,0,1,1,0,1,1,0,0,0,2,1,0,3,1,2,1,0,2,0,1,0,1,2,2,4,0,3,3,2,2,3,8,20,107,681,163,25,14
Beta_1.4,u_361,19,50,204,256,8,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,1,2,0,0,0,0,3,5,1,1,2,0,1,1,3,3,5,0,0,5,0,2,0,0,0,1,2,1,1,1,0,0,1,1,0,1,3,2,0,3,3,0,0,2,1,4,24,109,643,177,62,2
Beta_1.4,u_362,21,55,208,268,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,2,0,0,0,0,0,0,0,0,1,2,0,0,0,2,8,3,4,0,0,0,0,0,1,2,0,1,1,1,2,4,3,0,1,1,5,5,2,0,0,6,0,1,0,1,1,1,1,7,1,0,1,4,3,19,116,605,184,44,5
Beta_1.4,u_363,14,52,194,303,6,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,2,1,5,4,0,0,3,0,2,0,4,0,1,1,3,4,1,0,0,1,1,0,2,1,2,2,2,1,2,1,4,3,0,1,2,7,4,0,2,4,8,22,111,590,206,44,5
Beta_1.4,u_364,6,54,211,300,11,0,2,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,2,0,0,0,0,1,2,0,1,1,3,1,0,0,3,1,3,4,2,0,1,0,2,0,1,1,0,3,1,1,1,3,4,2,0,1,0,0,0,2,2,6,2,2,6,33,108,589,188,55,2
Beta_1.4,u_365,9,49,173,292,17,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,2,0,0,0,0,1,1,0,1,1,0,0,1,0,2,0,0,0,1,0,0,0,0,1,0,1,0,2,3,3,0,1,1,0,0,2,1,4,5,2,0,2,1,2,1,3,1,1,2,1,3,6,9,18,100,599,204,64,8
Beta_1.4,u_366,20,39,160,290,7,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,2,0,0,0,2,4,2,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,0,1,0,4,5,2,2,2,1,1,0,2,4,7,3,6,20,104,636,233,65,5
Beta_1.4,u_367,23,44,137,287,12,1,0,0,0,0,2,0,2,0,0,0,0,0,0,2,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,1,0,0,0,5,1,0,0,0,0,3,2,1,1,0,0,0,0,1,2,1,2,1,0,0,1,0,0,0,0,0,2,1,0,2,1,1,1,1,2,1,4,4,9,20,118,670,212,53,3
Beta_1.4,u_368,16,54,149,248,5,0,0,2,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,1,0,0,1,3,5,1,3,2,0,0,0,0,0,0,1,0,0,0,1,0,1,2,1,3,2,0,0,1,2,1,2,3,1,1,1,0,1,1,1,1,2,1,6,27,109,697,209,49,12
Beta_1.4,u_369,20,66,158,236,9,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,1,2,2,3,0,1,0,0,2,0,1,0,2,1,2,3,3,1,0,0,0,0,0,0,0,1,2,2,0,1,0,2,0,4,3,3,2,0,2,0,1,3,23,117,701,206,35,6
Beta_1.4,u_370,20,64,192,221,6,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,1,3,1,0,1,0,0,0,1,0,1,2,0,0,0,0,3,1,2,0,0,2,2,1,1,4,1,1,0,1,1,1,1,2,1,1,2,4,21,120,725,170,24,4
Beta_1.4,u_371,24,57,195,228,9,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,4,10,0,5,0,0,0,0,0,1,0,1,1,1,1,1,0,0,2,2,1,2,1,1,0,0,3,1,0,0,1,3,2,3,0,2,3,1,3,9,25,118,677,150,23,11
Beta_1.4,u_372,20,49,212,245,7,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2,0,1,2,0,0,0,0,0,3,5,0,2,0,3,1,2,3,3,3,2,0,1,5,0,1,1,0,1,0,2,0,1,1,0,1,2,2,1,0,3,2,2,1,1,0,3,0,2,22,112,645,170,48,3
Beta_1.4,u_373,18,54,211,267,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,2,0,0,0,0,0,0,0,0,1,1,1,0,0,0,2,8,1,3,4,0,0,0,0,0,1,2,0,1,1,1,3,2,3,0,1,3,5,3,2,1,1,4,0,3,0,1,3,2,1,2,1,2,3,4,24,113,595,189,44,5
Beta_1.4,u_374,15,52,201,310,7,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,3,1,3,4,2,1,0,1,1,3,1,3,0,1,2,2,4,2,0,1,2,0,0,0,2,0,1,3,2,0,3,3,3,0,1,5,5,3,0,4,4,26,105,599,200,42,7
Beta_1.4,u_375,8,54,202,306,12,1,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,2,0,0,0,0,1,1,1,1,0,1,4,2,0,0,2,0,4,7,0,0,2,0,1,1,0,4,0,3,0,1,2,3,4,3,0,0,0,0,0,2,4,2,4,2,29,109,590,201,55,3
Beta_1.4,u_376,12,48,166,304,8,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,2,0,0,2,0,0,0,1,0,2,0,0,0,0,1,0,0,0,0,1,0,0,2,0,1,4,2,0,1,0,0,2,1,4,7,0,0,3,1,2,1,2,2,3,0,2,7,11,26,104,586,219,67,11
Beta_1.4,u_377,19,41,167,288,7,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,1,1,0,0,0,2,4,1,2,0,0,0,2,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2,0,1,3,2,1,4,3,1,2,0,2,1,5,10,1,19,108,652,236,61,7
Beta_1.4,u_378,18,45,142,273,11,1,0,0,0,1,1,2,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,5,1,0,0,0,0,2,2,1,1,1,0,0,0,1,0,3,0,1,2,0,0,0,0,1,0,1,0,0,1,1,2,1,1,0,1,5,3,2,9,25,120,660,225,62,5
Beta_1.4,u_379,15,54,154,249,5,0,1,1,0,0,0,3,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,1,1,0,0,1,3,4,1,1,5,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,2,3,3,0,1,1,3,0,0,3,0,1,1,1,1,1,3,0,1,4,23,122,705,208,46,14
Beta_1.4,u_380,25,65,180,231,11,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,2,2,2,1,1,0,0,1,0,1,0,0,3,1,3,0,4,1,0,0,0,0,0,0,2,2,0,2,0,0,0,1,2,4,3,3,3,0,0,1,3,22,120,715,202,33,2
Beta_1.4,u_381,21,63,200,211,5,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4,0,3,2,0,0,1,0,0,0,0,2,1,1,0,0,0,2,1,0,3,1,0,2,0,2,0,6,2,0,1,1,1,1,0,1,3,0,4,21,121,713,170,11,5
Beta_1.4,u_382,22,56,206,230,11,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,0,2,4,7,3,2,3,0,0,0,0,1,1,0,0,2,1,1,0,0,0,4,1,2,1,0,1,2,1,1,1,0,0,3,2,2,1,0,2,3,3,10,24,113,681,163,22,10
Beta_1.4,u_383,17,53,204,247,8,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2,0,1,0,2,0,0,0,1,0,3,4,2,0,2,1,2,4,0,3,3,3,2,0,4,2,0,0,1,0,0,0,2,0,1,0,3,1,3,1,1,0,3,3,1,1,0,1,4,5,23,119,644,170,56,7
Beta_1.4,u_384,16,56,216,274,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,2,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,8,0,3,6,1,0,0,0,0,0,2,1,0,1,2,0,2,3,3,2,0,6,2,5,1,0,4,2,0,4,2,1,0,2,0,3,2,1,4,19,117,592,178,51,4
Beta_1.4,u_385,11,54,198,318,6,0,1,0,0,0,0,1,0,0,0,2,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1,0,0,0,1,0,0,3,2,3,0,5,1,0,0,1,2,2,2,3,1,2,2,5,2,3,0,0,0,0,0,0,2,2,1,0,4,0,3,3,3,1,3,4,5,2,1,9,20,105,592,196,50,7
Beta_1.4,u_386,9,52,182,321,10,2,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,3,1,0,0,0,0,1,1,1,0,1,0,4,3,1,0,0,2,0,5,4,0,1,1,0,1,2,0,2,2,3,1,0,3,5,3,1,0,0,0,0,0,3,4,1,8,27,112,577,210,65,6
Beta_1.4,u_387,14,47,160,308,6,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,2,0,0,0,0,1,1,0,0,2,0,0,0,1,0,2,0,0,0,0,0,1,0,0,0,0,0,2,1,1,0,0,3,2,2,1,0,2,1,0,4,5,2,1,3,1,0,1,2,2,3,3,4,13,24,102,583,219,67,13
Beta_1.4,u_388,19,42,169,279,6,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,1,1,0,0,0,0,2,0,0,0,1,0,0,1,2,0,0,0,0,4,2,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,3,2,2,1,0,4,2,2,3,0,2,2,11,3,15,110,650,243,53,9
Beta_1.4,u_389,20,46,134,282,12,0,0,0,0,2,1,1,0,0,0,0,0,1,1,0,0,0,0,2,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,5,1,0,0,0,0,0,2,1,1,0,1,0,1,1,0,0,1,2,0,2,0,1,0,0,1,0,0,0,0,1,3,1,0,1,2,3,4,2,9,22,120,676,212,50,7
Beta_1.4,u_390,15,52,167,245,5,0,2,0,0,0,2,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,2,4,2,0,2,4,0,0,0,0,0,0,0,0,1,0,0,0,0,2,2,4,1,1,5,1,0,0,1,0,2,1,1,3,1,2,3,1,2,5,15,114,708,215,42,9
Beta_1.4,u_391,24,57,182,241,12,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,2,2,3,0,1,1,1,0,1,0,1,0,2,3,0,1,3,3,1,0,0,0,0,1,1,2,1,0,1,0,0,0,0,4,3,4,1,4,0,0,8,23,113,745,193,31,1
Beta_1.4,u_392,23,62,197,219,9,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,3,1,1,2,1,0,1,0,0,0,1,0,1,1,1,1,0,0,3,1,0,3,0,0,2,0,2,4,4,1,2,0,1,1,1,2,0,2,3,17,119,708,168,17,6
Beta_1.4,u_393,18,62,210,231,10,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0,2,2,10,3,0,5,0,0,0,1,1,0,0,0,0,1,2,2,0,2,0,3,1,2,2,0,0,2,0,2,1,2,0,3,0,2,1,0,3,3,9,25,114,685,153,30,2
Beta_1.4,u_394,15,56,194,261,11,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2,0,0,1,0,2,0,0,0,0,1,3,4,1,1,0,2,4,2,2,1,5,3,2,1,1,4,2,1,0,0,0,0,2,0,1,1,2,1,0,5,0,0,3,3,2,0,0,2,1,8,23,116,655,161,45,9
Beta_1.4,u_395,17,51,218,266,9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,7,2,1,3,3,1,0,0,0,0,0,2,2,0,0,1,1,4,4,5,0,2,5,3,3,0,1,5,4,2,1,1,0,1,2,1,2,1,4,21,115,600,180,50,4
Beta_1.4,u_396,9,55,208,306,11,1,0,0,0,0,1,0,0,0,2,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,4,1,2,3,2,1,1,1,1,1,2,0,4,1,1,5,3,1,1,0,0,0,0,0,0,2,2,0,1,3,1,5,3,3,0,6,5,1,3,10,16,105,584,197,47,8
Beta_1.4,u_397,11,50,193,310,15,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2,2,0,0,0,0,0,1,1,0,1,2,0,0,1,3,2,0,2,0,1,6,1,1,1,1,1,1,0,1,2,3,2,1,2,3,5,1,1,0,0,0,1,0,3,3,7,24,118,574,206,73,8
Beta_1.4,u_398,17,46,157,305,6,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,2,0,0,0,0,0,2,0,0,2,0,1,0,0,1,2,2,0,0,0,0,0,2,0,0,0,0,0,0,2,1,1,0,0,1,2,4,0,2,2,0,1,5,5,1,1,1,1,0,0,3,5,4,4,7,33,103,585,212,57,11
Beta_1.4,u_399,18,37,170,286,10,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,2,0,0,0,0,1,0,1,1,1,0,0,0,0,4,1,2,0,0,0,0,1,0,2,2,1,0,0,0,0,0,0,0,0,1,1,0,0,0,2,1,1,3,1,4,1,0,2,3,3,2,3,2,3,12,17,109,663,245,51,9
Beta_1.4,u_400,22,43,138,271,10,0,0,0,1,2,1,0,0,0,0,0,1,1,0,0,0,0,2,1,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,5,1,0,0,0,0,0,0,2,0,1,1,0,1,0,0,0,1,1,1,1,3,1,0,0,1,0,0,0,1,0,1,5,0,1,2,3,1,3,13,22,109,672,241,46,8
Beta_1.4,u_401,15,58,156,251,2,1,1,0,0,1,2,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,1,3,4,0,2,0,4,3,0,0,0,0,0,0,0,0,1,0,0,0,0,2,2,3,2,1,1,0,0,0,0,1,3,0,2,3,2,3,1,1,2,13,105,702,218,36,12
Beta_1.6,u_001,13,63,60,256,149,8,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,0,1,2,6,1,0,2,0,0,1,2,0,0,1,0,0,2,2,3,3,1,2,1,2,2,1,5,4,3,6,3,2,4,2,4,3,1,1,2,4,6,26,83,474,350,105,42,3
Beta_1.6,u_002,6,64,67,268,116,5,0,0,0,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,2,1,0,1,1,1,0,0,0,1,0,5,2,1,0,0,3,2,1,0,1,2,1,1,1,0,2,1,1,0,0,4,0,0,1,1,0,2,5,1,6,3,3,5,3,1,1,8,9,25,90,438,388,86,35,1
Beta_1.6,u_003,5,61,70,278,121,6,1,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,2,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,1,2,0,0,0,0,4,3,3,0,4,3,1,1,0,1,0,2,0,3,1,0,0,0,3,2,2,3,2,0,1,2,3,1,2,0,2,2,0,1,0,5,2,3,3,17,91,478,370,84,40,7
Beta_1.6,u_004,9,56,65,249,144,2,1,1,0,1,0,0,0,2,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,2,0,0,0,1,1,1,2,1,0,1,0,0,1,2,2,3,1,0,0,0,2,1,2,0,2,1,2,0,0,7,2,2,1,0,0,1,1,2,1,1,3,1,2,0,0,4,4,1,3,1,5,4,26,82,474,386,124,29,2
Beta_1.6,u_005,6,59,70,231,139,4,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,2,0,0,0,0,0,1,1,1,2,0,1,0,0,0,0,0,1,0,0,0,0,0,2,1,0,0,1,2,4,4,0,0,1,0,1,1,0,0,1,1,1,0,0,0,1,0,2,1,2,1,3,2,1,1,3,3,1,9,2,7,2,0,0,3,5,3,27,100,512,380,86,30,7
Beta_1.6,u_006,5,62,64,257,126,6,1,1,2,0,0,0,0,1,0,1,1,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,2,1,1,1,0,0,0,1,1,7,2,1,2,0,0,0,0,1,0,1,2,1,0,0,0,1,0,0,1,2,0,2,1,3,3,1,2,2,2,1,0,6,2,3,6,3,5,20,114,508,348,98,30,1
Beta_1.6,u_007,6,65,77,258,109,7,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,2,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,3,3,5,3,3,2,0,2,2,2,0,1,1,0,1,2,2,0,0,1,1,1,3,2,1,2,3,3,0,1,2,2,0,1,2,3,0,1,10,26,82,524,345,88,34,3
