Folder_name,File_name,B1_1,B1_2,B1_3,B1_4,B1_5,B1_6,B1_7,B1_8,B1_9,B1_10,B1_11,B1_12,B1_13,B1_14,B1_15,B1_16,B1_17,B1_18,B1_19,B1_20,B1_21,B1_22,B1_23,B1_24,B1_25,B1_26,B1_27,B1_28,B1_29,B1_30,B1_31,B1_32,B1_33,B1_34,B1_35,B1_36,B1_37,B1_38,B1_39,B1_40,B1_41,B1_42,B1_43,B1_44,B1_45,B1_46,B2_ 1,B2_2,B2_3,B2_4,B2_5,B2_6,B2_7,B2_8,B2_9,B2_10,B2_11,B2_12,B2_13,B2_14,B2_15,B2_16,B2_17,B2_18,B2_19,B2_20,B2_21,B2_22,B2_23,B2_24,B2_25,B2_26,B2_27,B2_28,B2_29,B2_30,B2_31,B2_32,B2_33,B2_34,B2_35,B2_36,B2_37,B2_38,B2_39,B2_40,B2_41,B2_42,B2_43,B2_44,B2_45,B2_46
Beta_1.4,u_324,17,56,204,196,4,0,0,0,0,0,2,0,0,0,2,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,3,6,2,1,0,0,0,0,0,0,0,0,2,2,2,1,0,0,2,1,0,0,0,1,1,1,1,0,3,1,2,1,0,0,1,4,1,1,7,6,72,653,271,54,5
Beta_1.4,u_325,22,60,214,172,10,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,1,2,4,0,0,1,3,2,2,1,1,0,1,1,0,1,0,2,0,1,0,0,2,1,0,2,3,4,1,0,4,0,2,0,0,1,2,2,5,7,79,674,263,56,2
Beta_1.4,u_326,25,69,224,191,2,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,5,1,0,1,1,1,0,0,1,0,0,0,0,1,2,5,0,4,0,2,2,2,0,1,0,1,0,0,0,0,2,1,1,2,4,3,5,7,11,87,666,245,37,4
Beta_1.4,u_327,26,68,241,174,5,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,6,10,0,0,0,0,0,2,1,1,0,0,0,0,3,0,0,0,1,0,2,1,1,1,1,0,2,4,2,3,2,2,3,3,0,2,2,1,13,87,649,221,39,7
Beta_1.4,u_328,24,67,257,181,2,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,2,0,0,0,6,3,2,1,1,0,3,3,0,3,3,3,0,1,1,0,0,1,0,4,1,2,0,0,2,1,3,1,0,1,2,0,1,2,2,2,0,3,18,91,604,234,51,2
Beta_1.4,u_329,20,59,281,196,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,1,1,1,0,0,0,0,0,1,0,0,0,1,5,3,4,1,1,0,0,3,1,0,1,2,1,1,1,1,1,1,4,3,0,3,1,6,2,0,0,0,1,1,2,5,0,4,0,1,4,7,10,90,572,225,38,17
Beta_1.4,u_330,19,57,291,223,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1,0,0,0,0,1,2,4,1,0,2,0,1,4,0,1,3,5,1,0,0,0,0,0,0,5,0,1,1,1,2,8,4,1,1,0,4,4,0,2,4,4,1,5,16,79,572,258,54,5
Beta_1.4,u_331,10,51,298,213,1,0,1,0,1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,1,0,1,2,0,0,0,1,1,4,1,0,0,1,3,1,0,3,2,1,1,2,1,0,1,0,4,0,1,2,2,4,0,1,1,0,0,0,5,4,1,1,2,8,6,17,79,555,255,57,9
Beta_1.4,u_332,12,50,268,222,6,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,0,0,0,0,2,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,1,2,4,0,1,1,0,0,1,4,1,0,2,2,3,0,1,0,1,1,1,2,2,4,2,5,1,1,18,91,537,280,56,11
Beta_1.4,u_333,24,36,245,214,4,0,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,2,0,0,0,1,0,0,1,1,0,1,1,0,0,4,1,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,1,1,1,4,2,2,0,3,1,2,3,2,0,4,5,0,3,13,85,580,316,47,8
Beta_1.4,u_334,23,48,222,211,2,0,0,1,0,0,1,0,0,2,0,1,0,0,0,0,0,2,0,0,0,0,2,0,0,1,0,1,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,1,4,1,0,2,0,0,2,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,2,0,0,1,1,2,0,2,1,2,3,5,3,5,20,82,644,274,54,10
Beta_1.4,u_335,16,61,202,206,3,1,0,0,0,2,0,0,0,2,0,0,1,0,1,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,0,0,0,1,0,0,3,4,4,0,1,0,0,0,0,0,0,1,0,0,0,3,0,1,3,0,0,1,1,0,0,2,0,2,3,2,0,0,2,0,0,0,4,2,5,17,84,642,288,60,5
Beta_1.4,u_336,19,65,225,186,8,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,1,1,2,4,0,0,0,2,3,1,3,1,1,0,0,2,0,2,0,0,0,2,0,0,0,2,0,2,4,1,1,2,4,0,1,0,1,1,2,4,10,89,674,254,54,5
Beta_1.4,u_337,24,70,226,186,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3,5,2,0,0,2,1,0,0,0,1,0,0,1,1,0,2,3,2,3,0,1,4,2,0,1,1,0,0,0,1,0,2,2,1,3,2,4,6,13,86,676,253,33,7
Beta_1.4,u_338,27,74,246,173,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,6,6,5,0,0,0,0,0,2,0,1,0,0,0,0,3,1,0,0,1,1,2,1,1,1,1,0,1,4,1,2,4,1,5,3,2,2,1,11,77,658,232,33,13
Beta_1.4,u_339,23,62,261,184,3,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,2,1,0,0,0,6,2,3,0,1,2,1,1,4,2,0,5,2,0,0,0,0,0,2,0,4,0,2,1,0,0,1,3,2,1,1,0,1,1,4,1,0,2,23,82,614,219,70,2
Beta_1.4,u_340,24,57,262,194,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,2,0,0,0,0,0,0,1,0,0,0,1,2,6,6,0,0,0,0,0,4,2,0,1,2,2,2,2,2,1,2,2,4,2,3,3,3,0,0,0,1,0,2,1,5,1,2,4,1,2,17,84,565,225,28,13
Beta_1.4,u_341,19,57,277,209,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,1,0,0,0,1,1,2,4,1,1,1,1,1,0,2,0,4,1,4,1,0,0,0,0,0,0,5,4,0,2,2,2,5,3,3,0,1,3,4,2,0,5,3,9,14,71,582,245,48,9
Beta_1.4,u_342,9,53,283,216,0,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,2,0,0,0,2,1,2,4,0,0,0,0,5,1,1,3,3,1,0,1,1,1,1,1,2,0,2,1,4,3,0,0,0,2,0,1,2,7,2,2,2,8,25,73,550,257,63,5
Beta_1.4,u_343,11,51,263,232,5,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,0,1,0,0,0,2,0,0,1,0,1,1,1,0,1,1,0,0,0,1,0,0,0,3,4,1,0,1,0,0,0,5,1,0,4,2,1,1,1,0,3,1,1,4,0,4,3,4,2,14,86,544,280,70,12
Beta_1.4,u_344,25,34,246,202,7,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,1,1,0,0,0,1,0,1,1,0,0,2,0,0,0,5,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,2,0,0,0,4,2,3,2,0,3,0,0,6,2,2,4,1,4,18,75,578,316,50,4
Beta_1.4,u_345,24,48,234,198,3,0,1,0,0,0,1,0,2,0,1,0,0,0,0,0,2,0,0,0,0,1,0,1,0,0,1,0,0,0,0,2,0,0,0,1,0,0,0,0,2,0,0,1,4,1,0,0,2,0,2,1,0,1,0,0,0,2,0,0,1,1,0,0,1,0,1,0,0,1,1,2,1,1,0,1,3,2,0,2,7,8,17,92,626,288,59,8
Beta_1.4,u_346,17,62,197,196,2,0,0,0,2,0,0,0,0,2,0,1,0,0,1,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,3,5,4,0,1,0,0,0,0,0,1,0,0,0,0,0,2,2,1,4,0,0,0,1,0,0,2,5,1,2,0,1,0,1,0,1,1,4,5,16,87,675,256,58,9
Beta_1.4,u_347,20,66,217,190,6,0,0,1,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,1,1,2,4,0,0,0,2,1,2,1,0,3,1,0,3,0,1,0,0,0,0,1,1,0,0,2,3,0,1,5,1,2,1,1,0,2,0,3,4,13,85,671,266,50,7
Beta_1.4,u_348,25,71,235,187,1,2,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,5,1,1,0,1,1,1,0,0,0,1,0,2,0,0,0,4,1,1,2,2,1,2,3,0,1,1,1,0,0,1,0,3,2,1,4,2,5,20,90,662,268,26,10
Beta_1.4,u_349,29,75,240,170,5,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,7,6,5,1,0,0,0,0,1,1,1,1,0,0,1,0,2,1,2,0,2,1,1,2,1,0,0,1,1,4,2,1,5,1,5,2,4,2,15,72,663,219,34,18
Beta_1.4,u_350,22,58,281,185,3,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,2,0,0,0,0,5,5,0,3,0,1,2,1,5,0,3,3,3,1,0,0,0,1,1,1,2,1,1,2,0,1,0,2,2,2,2,2,0,3,1,1,0,2,22,87,606,238,60,2
Beta_1.4,u_351,24,55,276,205,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,2,0,0,0,0,0,0,0,1,2,0,0,1,3,6,4,2,0,0,0,0,0,3,2,1,0,3,4,1,2,1,2,3,4,2,3,0,5,0,1,1,0,0,0,5,2,2,4,2,0,3,13,86,572,230,46,7
Beta_1.4,u_352,19,50,281,210,2,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,1,0,0,0,0,0,2,1,5,2,0,2,1,2,0,2,2,1,2,2,3,0,0,0,0,0,2,0,2,6,1,1,1,3,5,2,0,3,2,6,0,2,3,4,4,14,80,565,250,60,8
Beta_1.4,u_353,8,58,300,225,4,0,1,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,2,1,0,1,1,1,0,0,1,4,3,4,0,1,0,2,0,0,2,1,2,0,0,4,1,4,3,0,0,0,2,0,0,3,7,2,2,9,17,83,535,263,65,4
Beta_1.4,u_354,12,48,267,221,8,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,2,0,0,2,0,0,1,1,1,0,0,1,1,0,0,0,1,0,0,1,3,2,1,1,1,0,0,1,3,2,2,5,0,1,1,1,1,3,1,3,0,2,3,4,6,13,79,551,279,62,9
Beta_1.4,u_355,22,37,256,196,8,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,2,0,0,0,4,2,1,1,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,2,0,0,0,4,2,2,5,0,1,1,1,4,4,4,2,5,14,83,574,321,66,5
Beta_1.4,u_356,22,46,222,199,3,0,1,0,0,1,0,1,1,1,0,0,0,0,0,2,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,5,1,0,0,0,3,1,2,0,0,0,1,0,0,1,2,0,1,1,0,0,1,0,0,0,0,2,0,4,0,0,3,2,2,0,1,10,8,16,88,628,291,60,3
Beta_1.4,u_357,19,67,206,200,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1,0,0,1,6,3,3,1,0,0,0,0,0,0,1,0,0,0,0,0,4,2,2,2,0,0,0,0,2,3,3,2,1,1,1,0,0,2,0,2,1,3,21,88,651,273,60,12
Beta_1.4,u_358,21,66,215,185,4,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,2,0,0,0,1,1,2,3,1,0,0,2,0,1,1,2,0,2,3,2,2,0,0,0,0,0,0,1,1,1,2,0,3,1,3,3,2,2,1,2,0,1,1,3,14,83,681,275,39,9
Beta_1.4,u_359,27,67,230,179,2,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,2,1,1,0,1,0,1,1,0,0,1,2,0,0,0,1,3,1,1,0,4,1,1,2,3,2,0,0,1,1,1,0,3,2,0,2,6,20,91,681,249,20,5
Beta_1.4,u_360,25,71,241,171,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,1,6,7,5,0,1,0,0,0,1,0,1,0,2,0,0,0,1,2,0,3,1,2,1,0,2,0,1,1,0,3,2,3,0,5,2,2,3,6,17,79,649,221,31,16
Beta_1.4,u_361,19,56,271,189,2,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2,0,1,2,0,0,0,0,3,5,2,1,1,1,0,3,4,2,3,0,5,0,1,1,0,0,1,2,1,1,1,0,1,0,1,0,1,4,1,2,2,2,0,2,1,2,14,85,614,235,68,3
Beta_1.4,u_362,21,59,275,203,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,2,0,0,0,0,0,0,0,1,2,0,0,0,3,7,3,4,0,0,0,0,1,2,0,1,1,0,2,5,1,2,1,1,5,5,2,0,0,6,0,1,0,2,1,1,4,3,1,0,4,3,10,88,577,243,50,6
Beta_1.4,u_363,17,54,278,216,4,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,2,1,6,3,0,1,2,0,2,0,4,0,1,3,4,2,0,0,1,1,0,2,1,2,2,2,1,2,2,4,2,0,1,7,3,3,0,6,7,13,91,551,265,51,8
Beta_1.4,u_364,7,56,289,227,3,0,2,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,2,0,0,0,0,1,2,0,1,3,2,0,0,2,2,2,3,4,0,1,0,2,0,0,2,0,3,1,1,2,2,4,2,0,1,0,0,2,2,2,6,1,5,20,84,548,263,58,4
Beta_1.4,u_365,14,45,253,218,10,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,2,0,1,1,0,0,1,1,1,0,0,0,1,0,0,0,0,1,1,0,2,3,2,1,1,1,0,0,2,1,4,6,1,1,1,2,1,2,2,1,3,0,3,4,10,12,74,551,278,67,13
Beta_1.4,u_366,20,43,242,207,4,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,1,0,1,1,0,0,2,4,2,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2,0,1,1,3,5,3,2,1,1,1,2,2,7,2,9,12,73,594,304,75,5
Beta_1.4,u_367,23,45,224,204,7,1,0,0,0,1,1,1,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,2,1,0,0,0,5,1,0,0,0,2,2,1,2,0,0,0,0,1,2,1,1,2,0,0,1,0,0,0,0,0,2,1,0,2,1,1,1,1,2,4,4,7,16,87,630,277,64,5
Beta_1.4,u_368,16,63,208,183,2,0,0,2,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,1,4,5,1,3,1,0,0,0,0,0,0,1,0,0,0,1,0,3,1,3,2,0,0,1,2,2,2,2,2,0,1,1,1,1,1,2,0,6,15,86,654,280,56,13
Beta_1.4,u_369,24,64,215,182,4,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,1,2,3,2,1,0,0,0,2,1,0,1,2,0,4,3,2,0,0,0,0,0,0,0,1,2,2,0,1,1,1,3,2,4,3,0,0,2,0,3,18,87,665,272,41,6
Beta_1.4,u_370,25,64,241,171,2,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,5,1,1,4,0,0,1,0,0,1,0,1,2,0,0,0,0,3,0,3,0,0,2,2,1,1,4,1,1,1,0,1,2,2,0,1,1,3,14,94,699,226,29,5
Beta_1.4,u_371,25,61,253,172,3,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,6,8,0,5,0,0,0,0,1,0,0,2,0,2,1,0,0,2,2,1,2,1,1,0,2,1,1,0,0,3,2,3,1,0,4,2,2,9,18,82,645,222,24,14
Beta_1.4,u_372,20,56,274,179,4,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2,0,1,0,2,0,0,0,0,4,4,0,2,2,1,2,1,3,5,3,0,0,6,0,1,1,0,1,0,2,0,1,1,0,2,1,2,1,0,4,1,3,0,1,1,2,0,17,84,623,219,55,4
Beta_1.4,u_373,18,57,279,201,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,2,0,0,0,0,0,0,0,0,2,1,0,0,0,3,7,1,5,2,0,0,0,0,0,3,0,0,2,1,2,3,2,1,0,4,5,4,2,0,2,3,1,2,0,1,3,3,1,1,3,2,3,12,85,581,235,54,5
Beta_1.4,u_374,17,56,288,221,3,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,3,1,3,5,1,1,0,2,0,4,0,3,1,1,3,4,2,0,1,2,0,0,0,2,0,1,3,2,0,4,3,2,0,2,7,5,0,3,4,18,74,573,257,47,11
Beta_1.4,u_375,8,56,283,232,3,2,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,2,0,0,0,0,1,2,0,1,0,3,2,2,0,1,1,2,7,2,0,2,0,1,1,0,4,0,3,0,1,3,5,2,2,0,0,0,0,1,5,2,2,3,21,89,550,258,66,4
Beta_1.4,u_376,15,49,255,214,5,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,2,0,0,0,0,1,1,0,2,0,0,0,1,0,2,0,0,0,0,1,0,0,0,0,1,0,1,1,0,3,4,0,1,0,0,2,1,4,7,0,1,2,3,1,0,3,1,3,2,4,12,19,73,546,287,79,11
Beta_1.4,u_377,20,41,253,205,3,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,2,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,1,0,0,2,0,0,0,2,4,3,0,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2,0,1,4,1,4,2,2,2,1,0,2,5,10,1,11,75,597,320,72,9
Beta_1.4,u_378,20,45,226,193,5,1,0,0,0,2,0,2,0,0,0,0,0,1,1,0,0,0,0,2,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,5,1,0,0,0,0,2,2,2,1,0,0,0,1,0,3,0,1,2,0,0,0,0,1,0,1,0,0,1,3,0,2,0,1,2,5,3,4,20,89,631,292,63,7
Beta_1.4,u_379,17,60,208,190,2,0,1,1,0,0,1,2,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,2,0,0,1,4,4,1,1,4,0,0,0,0,0,0,0,1,0,0,0,1,0,2,2,3,3,0,1,1,3,0,1,2,0,1,2,1,0,2,2,1,4,14,83,673,274,58,16
Beta_1.4,u_380,29,65,232,181,5,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,2,2,2,1,1,0,0,1,0,1,0,0,4,3,0,3,2,0,0,0,0,0,0,2,2,1,1,0,0,0,2,4,2,2,6,0,0,1,1,21,82,668,285,38,2
Beta_1.4,u_381,26,61,250,159,4,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,1,3,2,0,0,1,0,0,0,0,1,2,1,0,0,0,2,1,0,3,1,0,2,0,2,1,6,1,0,1,1,1,1,1,2,1,1,14,94,676,242,12,6
Beta_1.4,u_382,22,63,263,172,5,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,2,5,9,0,5,0,0,0,0,0,2,0,0,2,0,2,0,0,0,4,1,2,1,0,1,2,1,1,1,0,0,5,0,3,0,0,4,3,7,21,83,641,233,29,10
Beta_1.4,u_383,20,53,270,183,3,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,2,0,0,0,1,0,4,3,2,1,1,1,3,3,0,6,1,4,0,1,5,0,0,1,0,0,0,2,0,1,1,2,3,1,1,1,2,3,2,1,0,0,3,5,15,90,621,224,61,10
Beta_1.4,u_384,19,60,283,206,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,2,0,0,0,0,0,0,0,0,1,2,0,0,0,0,2,8,0,4,5,1,0,0,0,0,0,3,0,1,1,1,2,2,4,2,0,6,3,4,1,1,4,1,0,5,2,0,0,2,3,0,3,2,14,78,583,230,54,4
Beta_1.4,u_385,13,56,296,220,2,0,1,0,0,0,0,1,0,0,0,2,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,1,0,0,0,1,0,0,4,1,3,1,5,0,0,1,1,1,4,2,1,1,4,3,3,4,0,0,0,0,0,0,3,1,1,0,4,0,5,2,2,1,7,5,1,1,10,12,75,550,268,57,8
Beta_1.4,u_386,13,52,275,231,4,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,2,0,0,0,0,1,1,1,0,1,1,3,4,0,0,2,0,2,6,1,0,2,0,1,1,1,2,2,3,1,1,3,6,1,1,0,0,0,0,1,5,2,6,17,85,557,260,71,9
Beta_1.4,u_387,15,52,243,222,3,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,2,0,0,0,0,0,2,0,0,2,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,2,1,0,0,3,2,2,1,0,3,0,0,7,3,2,2,1,1,0,1,4,3,2,3,9,17,84,529,295,74,15
Beta_1.4,u_388,19,44,260,190,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,2,0,0,0,0,0,0,1,1,0,0,0,2,0,0,0,0,1,0,1,1,1,0,0,1,4,1,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,4,1,2,2,1,0,4,3,2,2,2,2,8,6,11,73,611,313,61,11
Beta_1.4,u_389,24,45,214,202,9,0,0,0,2,0,2,0,0,0,0,0,1,1,0,0,0,0,2,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,5,1,0,0,0,0,0,3,1,0,1,0,1,0,1,0,1,2,0,2,0,1,0,0,1,0,0,0,1,1,3,0,1,2,1,4,3,5,20,91,636,281,54,10
Beta_1.4,u_390,19,57,216,190,2,1,1,0,0,0,3,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,1,3,3,2,1,3,2,0,0,0,0,0,0,0,1,0,0,0,0,1,3,4,1,1,5,1,0,0,1,1,1,2,2,2,1,3,2,1,4,14,77,675,276,54,9
Beta_1.4,u_391,26,60,231,195,4,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,3,2,2,0,1,2,0,1,0,0,1,1,2,2,1,1,4,2,0,0,0,0,1,1,2,1,0,1,0,0,0,1,5,4,2,4,0,0,4,19,88,680,283,39,1
Beta_1.4,u_392,28,57,251,168,6,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,5,1,1,1,3,0,0,1,0,0,0,1,0,1,1,2,0,0,3,0,1,3,0,0,2,0,3,3,5,2,0,0,2,0,2,1,1,2,14,75,692,223,26,7
