Folder_name,File_name,B1_1,B1_2,B1_3,B1_4,B1_5,B1_6,B1_7,B1_8,B1_9,B1_10,B1_11,B1_12,B1_13,B1_14,B1_15,B1_16,B1_17,B1_18,B1_19,B1_20,B1_21,B1_22,B1_23,B1_24,B1_25,B1_26,B1_27,B1_28,B1_29,B1_30,B1_31,B2_1,B2_2,B2_3,B2_4,B2_5,B2_6,B2_7,B2_8,B2_9,B2_10,B2_11,B2_12,B2_13,B2_14,B2_15,B2_16,B2_17,B2_18,B2_19,B2_20,B2_21,B2_22,B2_23,B2_24,B2_25,B2_26,B2_27,B2_28,B2_29,B2_30,B2_31
Beta_1.4,u_339,53,276,203,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,3,0,0,6,3,2,3,0,5,3,1,5,1,0,0,1,4,1,2,1,0,1,5,2,0,1,5,1,2,46,690,252,22
Beta_1.4,u_340,53,273,216,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,2,0,0,0,0,1,0,0,3,6,6,0,0,1,5,0,1,6,2,2,2,6,1,5,5,1,0,1,2,1,5,3,5,2,43,642,227,20
Beta_1.4,u_341,38,294,231,0,0,0,1,0,0,0,1,0,1,1,1,0,2,0,0,0,0,0,0,0,1,0,2,0,1,0,0,1,3,5,1,1,2,2,0,5,4,1,0,0,0,1,6,2,4,3,5,5,0,5,3,2,8,9,39,645,263,22
Beta_1.4,u_342,35,295,231,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,3,0,0,2,1,6,0,0,2,4,3,4,1,1,2,1,2,1,2,3,5,0,0,2,1,8,3,4,10,43,620,280,28
Beta_1.4,u_343,41,265,256,0,0,0,0,1,0,0,2,0,0,1,0,0,0,0,0,0,1,0,0,1,2,1,0,0,2,0,1,1,1,1,1,1,0,0,1,0,3,5,0,1,0,2,4,1,5,2,1,0,3,2,4,5,5,3,46,616,306,38
Beta_1.4,u_344,37,248,229,2,0,1,0,0,0,0,0,0,1,0,0,1,2,0,1,0,0,0,2,0,0,1,1,1,0,2,0,2,3,2,0,1,0,0,0,0,1,1,1,0,0,0,2,0,2,6,3,2,1,0,7,4,4,4,47,649,325,20
Beta_1.4,u_345,45,230,232,0,1,0,1,0,2,1,0,0,0,2,0,0,0,1,1,0,1,0,0,0,2,0,1,0,0,0,2,0,5,1,0,2,2,1,0,1,0,2,0,2,0,0,1,1,0,1,2,2,1,2,3,1,5,14,43,710,308,27
Beta_1.4,u_346,47,213,213,1,0,1,1,0,2,0,1,0,1,0,0,2,0,0,0,2,0,0,0,0,0,1,2,0,0,0,1,1,6,5,1,0,0,0,1,0,0,0,2,2,4,1,0,1,0,4,4,2,1,0,1,1,3,7,47,750,273,31
Beta_1.4,u_347,51,239,208,1,1,0,0,2,0,0,2,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,2,0,0,1,3,4,0,0,2,4,0,4,0,3,1,0,0,0,2,0,2,3,0,6,2,2,1,2,0,7,40,754,282,16
Beta_1.4,u_348,64,256,199,2,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,2,0,0,0,0,0,0,0,2,6,2,0,2,1,0,0,1,1,1,0,4,2,4,0,4,2,1,2,0,0,1,4,2,6,6,57,732,270,16
Beta_1.4,u_349,57,275,186,2,0,0,0,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,8,8,4,0,0,0,2,1,1,0,1,2,3,2,0,2,3,0,1,4,2,3,4,7,3,4,40,722,231,28
Beta_1.4,u_350,49,296,204,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,2,2,0,0,5,5,3,1,2,3,3,4,5,1,0,1,0,2,3,1,2,1,1,4,3,2,1,3,1,2,47,692,261,15
Beta_1.4,u_351,51,283,232,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,1,1,0,0,0,0,1,2,0,3,9,4,0,0,0,3,2,1,3,5,2,2,5,4,4,2,3,2,0,0,5,4,5,1,3,37,661,235,21
Beta_1.4,u_352,38,292,231,1,0,0,1,0,0,1,0,1,1,0,1,1,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,2,7,0,2,3,0,4,1,3,4,0,0,0,2,2,7,1,1,7,3,2,4,5,2,7,7,35,638,284,17
Beta_1.4,u_353,36,308,250,1,1,1,1,2,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,1,2,0,0,2,1,1,2,0,0,4,4,4,1,2,0,2,1,2,1,4,6,1,0,1,1,2,8,4,10,42,622,274,28
Beta_1.4,u_354,41,265,250,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,2,1,0,0,2,1,1,1,1,1,0,2,0,0,1,0,0,4,3,1,1,0,2,5,5,2,0,3,2,3,2,2,5,8,39,632,288,34
Beta_1.4,u_355,37,259,222,1,0,1,0,0,0,0,0,1,0,0,1,0,2,1,0,0,0,2,0,0,1,1,0,1,0,2,0,3,3,2,1,0,1,0,0,0,1,0,0,2,0,1,2,0,0,5,3,5,1,1,3,6,5,6,39,661,329,34
Beta_1.4,u_356,45,223,224,0,1,0,1,1,2,0,0,0,0,2,0,0,1,1,0,0,1,0,0,2,0,0,0,0,0,1,1,0,5,1,0,1,3,2,0,0,1,1,1,2,1,0,1,0,0,0,2,4,0,4,3,1,4,14,45,704,314,23
Beta_1.4,u_357,48,217,227,0,0,2,0,0,1,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,1,6,4,3,0,0,0,0,1,0,0,0,5,2,3,0,0,1,4,3,3,2,0,2,0,3,6,53,723,292,34
Beta_1.4,u_358,58,232,201,0,1,0,1,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,1,0,2,0,0,1,3,4,0,0,2,1,3,0,4,5,0,0,0,0,1,1,1,3,2,5,4,2,2,1,1,4,40,761,285,15
Beta_1.4,u_359,64,253,187,1,0,0,0,0,2,0,1,0,0,0,0,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,2,5,2,2,0,1,1,1,0,3,0,0,3,2,1,4,1,2,5,1,0,1,2,2,3,0,9,54,755,246,10
Beta_1.4,u_360,56,272,181,1,0,0,0,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,7,7,5,1,0,0,1,1,1,1,0,2,1,3,2,2,2,1,0,1,4,4,5,2,4,9,42,718,223,28
Beta_1.4,u_361,48,275,214,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,2,0,0,3,6,1,2,1,4,5,3,2,3,2,0,1,2,2,1,0,1,1,2,4,2,4,0,2,3,46,689,260,24
Beta_1.4,u_362,46,287,231,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1,2,0,0,0,0,0,2,1,0,2,9,6,0,0,0,2,1,2,1,5,4,0,3,9,2,0,6,1,0,2,2,7,1,3,4,39,657,257,21
Beta_1.4,u_363,36,297,236,0,0,1,0,0,0,1,0,2,0,1,0,2,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,2,1,7,2,1,2,2,4,1,3,5,1,0,2,0,3,2,4,1,3,5,2,2,9,3,3,10,41,636,284,18
Beta_1.4,u_364,39,296,247,0,2,1,0,2,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,0,1,2,0,0,1,2,1,4,1,0,4,3,5,1,1,2,0,2,3,1,2,4,5,0,1,0,2,4,7,6,51,621,275,29
Beta_1.4,u_365,39,267,233,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,2,0,0,2,0,2,0,1,1,1,0,0,1,0,0,1,1,2,4,2,1,1,1,3,8,2,2,2,2,3,4,0,5,12,40,613,309,33
Beta_1.4,u_366,39,247,230,0,0,1,0,0,0,0,1,0,0,0,1,1,2,0,0,0,1,1,0,0,2,0,1,0,1,1,0,5,3,1,1,1,1,0,0,1,0,0,0,1,0,0,0,2,1,4,4,4,3,1,2,3,9,9,39,664,333,27
Beta_1.4,u_367,43,223,237,1,0,0,1,2,1,0,0,0,2,0,0,0,2,0,0,1,0,0,1,1,0,0,0,0,0,2,1,0,5,1,0,0,4,2,1,0,0,1,3,2,1,1,0,0,0,1,2,0,3,1,2,3,4,11,42,713,298,25
Beta_1.4,u_368,47,212,212,1,1,1,0,1,1,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,1,4,5,4,1,0,0,0,1,0,0,1,2,2,4,1,0,3,2,4,2,1,1,1,2,2,7,44,734,293,32
Beta_1.4,u_369,53,230,206,0,1,0,2,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,1,0,2,0,0,2,3,3,1,0,2,1,0,3,3,5,1,0,0,0,0,2,3,0,1,2,4,5,3,1,1,4,37,753,280,18
Beta_1.4,u_370,64,256,183,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,5,3,4,0,1,0,0,1,3,0,0,0,3,3,0,2,3,1,5,1,1,1,2,2,2,3,47,781,226,13
Beta_1.4,u_371,56,275,182,1,0,0,0,0,1,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,6,8,5,0,0,0,1,1,1,2,1,0,3,3,1,2,0,4,0,0,4,5,0,5,1,11,45,730,206,24
Beta_1.4,u_372,50,281,201,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,0,1,2,0,0,4,4,2,2,3,3,6,3,0,6,0,2,1,0,2,1,1,3,2,1,3,2,3,1,3,0,41,702,240,19
Beta_1.4,u_373,43,290,227,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,0,1,0,2,0,0,0,0,1,2,0,0,2,9,4,3,0,0,0,3,0,2,3,3,3,1,7,6,1,4,1,3,1,4,3,1,3,5,43,650,256,23
Beta_1.4,u_374,40,302,243,0,1,0,0,0,1,0,1,1,0,1,2,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,1,2,2,5,4,1,2,2,2,3,2,3,6,0,1,2,0,2,1,4,1,4,5,0,7,7,0,8,41,645,273,20
Beta_1.4,u_375,41,288,253,2,0,1,2,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,2,2,0,0,1,2,1,1,4,2,0,2,8,3,2,0,2,2,2,3,1,3,6,3,0,0,0,6,2,5,47,636,277,28
Beta_1.4,u_376,40,260,237,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,2,2,0,0,0,2,0,2,0,1,0,2,0,0,1,0,0,1,0,2,0,5,2,1,0,3,4,7,0,4,2,1,4,3,4,15,45,622,309,38
Beta_1.4,u_377,37,258,227,0,1,0,0,0,0,0,1,0,0,0,2,2,0,0,0,0,2,0,0,1,1,0,1,0,2,0,0,3,4,2,0,2,0,1,0,1,0,0,0,0,1,0,0,0,2,2,3,5,4,3,0,2,14,2,40,682,328,34
Beta_1.4,u_378,42,221,226,1,0,0,2,2,0,0,0,1,1,0,0,1,1,0,0,1,0,1,1,0,1,0,0,0,0,1,1,0,5,1,0,0,2,3,2,0,0,1,3,0,2,1,0,0,1,1,0,1,3,2,0,4,6,7,46,712,314,28
Beta_1.4,u_379,44,216,217,0,2,0,0,3,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,2,0,1,0,0,0,1,1,1,4,4,2,4,0,0,0,0,1,0,0,1,2,3,3,2,2,3,0,3,1,2,1,3,2,4,47,747,293,31
Beta_1.4,u_380,53,257,202,1,0,1,1,1,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,1,1,0,1,1,0,0,2,3,2,2,0,1,0,1,2,5,1,4,0,0,0,0,2,2,2,0,0,5,3,6,2,1,1,42,748,297,9
Beta_1.4,u_381,61,266,173,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,5,2,5,0,0,1,0,0,2,2,0,0,3,0,3,1,2,2,5,3,1,1,2,1,3,1,45,772,219,8
Beta_1.4,u_382,54,282,189,0,0,0,0,0,1,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,2,5,9,4,1,0,0,2,0,2,1,1,0,4,1,3,0,3,1,2,0,3,2,3,1,6,7,51,718,231,17
Beta_1.4,u_383,51,281,197,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,1,2,0,0,1,4,5,0,2,4,3,4,5,2,4,2,0,1,0,2,1,0,3,4,1,1,5,2,1,2,7,47,700,249,24
Beta_1.4,u_384,49,293,228,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,0,1,0,2,0,0,0,0,0,1,2,0,0,2,8,4,6,0,0,0,2,1,1,2,3,4,3,3,8,3,1,5,2,4,1,2,3,3,2,42,652,252,17
Beta_1.4,u_385,36,303,248,0,1,0,0,1,0,0,2,0,1,0,2,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,1,4,3,6,0,1,2,2,5,1,5,5,4,0,0,0,0,3,2,3,1,6,4,3,9,2,10,36,632,282,20
Beta_1.4,u_386,39,288,247,2,1,0,2,0,0,0,0,0,0,0,2,0,1,0,0,0,1,0,0,0,0,1,0,0,2,2,0,0,1,1,1,1,4,4,0,2,1,8,0,2,1,2,2,3,3,1,7,4,0,0,0,1,6,7,54,617,301,27
Beta_1.4,u_387,44,258,233,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2,2,0,0,1,1,0,2,0,0,1,2,0,0,1,0,0,0,1,2,1,0,4,3,1,3,0,8,3,4,1,0,3,5,4,13,44,608,325,34
Beta_1.4,u_388,36,263,216,0,1,0,0,0,0,1,0,0,0,2,0,2,0,0,0,1,1,0,0,2,0,0,1,1,2,0,0,2,4,1,0,1,1,1,0,1,0,0,0,0,1,0,0,0,2,3,4,1,4,4,3,2,4,12,38,683,336,23
Beta_1.4,u_389,47,210,236,1,0,1,2,1,0,0,0,2,0,0,0,2,0,0,1,0,0,1,1,1,0,0,0,0,1,1,0,1,5,1,0,0,0,3,1,1,1,1,0,1,2,2,1,0,1,0,0,1,4,0,3,1,6,7,45,716,298,32
Beta_1.4,u_390,47,221,216,0,2,0,2,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,2,0,1,3,4,1,6,0,0,0,0,0,1,0,0,1,4,4,4,3,0,1,1,2,3,3,3,2,5,38,745,291,31
Beta_1.4,u_391,52,249,215,1,0,1,2,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0,0,2,3,2,1,2,1,0,1,2,3,1,4,3,0,0,1,1,3,1,0,0,1,5,5,5,0,4,45,766,292,7
Beta_1.4,u_392,63,259,188,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,6,3,1,3,0,1,0,1,0,2,2,0,2,2,3,0,2,1,5,5,2,1,1,3,0,3,39,763,227,8
Beta_1.4,u_393,55,289,187,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,2,4,11,1,4,0,1,1,0,0,1,3,2,1,3,3,2,0,2,2,1,2,3,3,0,5,6,51,731,218,13
Beta_1.4,u_394,49,276,212,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,0,1,2,0,0,1,3,4,2,2,5,3,3,5,3,2,6,1,0,0,1,1,2,2,1,5,0,4,4,0,2,6,52,701,242,17
Beta_1.4,u_395,49,286,226,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2,0,1,0,2,0,0,0,0,0,2,1,0,0,1,9,2,5,1,0,0,0,2,2,0,2,6,7,0,7,6,1,5,5,2,1,1,2,3,2,37,658,259,19
Beta_1.4,u_396,35,301,252,2,0,0,1,0,0,2,0,1,0,1,1,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,1,1,4,3,5,1,1,2,1,2,5,1,6,3,1,0,0,0,2,2,1,4,5,6,0,7,5,10,39,621,283,17
Beta_1.4,u_397,41,288,250,0,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,4,0,0,0,1,1,1,2,0,4,2,2,0,7,1,2,2,1,1,2,5,1,5,5,2,0,0,1,4,8,44,625,306,29
Beta_1.4,u_398,41,251,239,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,2,1,0,0,2,0,2,0,1,1,3,1,0,0,0,2,0,0,0,2,1,1,0,4,3,2,2,2,9,1,2,1,1,4,7,9,49,624,301,29
Beta_1.4,u_399,37,255,229,0,1,0,0,0,0,1,0,0,0,2,2,0,0,0,0,2,0,0,2,0,0,0,1,1,2,0,0,2,3,2,0,0,1,2,2,1,0,0,0,0,0,2,0,0,3,3,2,5,0,4,4,4,3,11,43,683,349,23
Beta_1.4,u_400,45,217,222,0,0,2,2,0,0,0,1,1,0,0,2,1,0,0,1,0,1,1,1,0,0,0,0,0,1,1,0,1,5,1,0,0,0,2,1,1,1,0,0,2,0,2,4,0,1,0,0,1,1,5,1,4,2,12,46,712,316,28
Beta_1.4,u_401,50,216,216,1,1,0,3,0,0,1,0,0,1,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,0,0,5,3,2,4,3,0,0,0,0,0,1,0,0,4,2,3,2,0,0,0,4,1,4,5,1,2,38,742,276,31
Beta_1.6,u_001,49,94,382,24,0,1,0,0,1,0,0,1,0,0,0,1,0,1,1,0,1,1,0,0,1,1,1,1,0,1,0,1,2,6,1,2,1,2,0,1,0,2,3,5,1,3,4,3,6,8,5,6,2,5,4,1,7,27,200,693,141,26
Beta_1.6,u_002,49,100,355,22,0,0,0,1,1,1,1,1,0,0,0,1,0,1,1,0,1,0,1,0,0,2,1,0,2,1,0,0,2,4,3,0,3,2,1,3,1,2,1,2,1,1,3,1,1,1,6,4,7,5,5,2,11,23,177,731,122,16
Beta_1.6,u_003,38,110,375,18,1,0,0,1,1,1,0,1,0,1,0,0,0,2,0,1,1,0,1,1,0,1,0,0,2,2,0,0,4,5,2,5,2,1,1,2,0,4,0,0,5,4,3,0,2,5,2,1,3,0,2,5,4,14,181,745,119,31
Beta_1.6,u_004,40,102,371,13,0,1,1,0,2,1,0,1,0,1,1,0,0,1,0,0,1,0,1,2,0,0,2,3,1,0,1,1,2,5,1,0,1,2,2,2,2,1,4,5,3,0,1,1,3,1,4,2,0,6,3,4,6,21,169,755,166,15
Beta_1.6,u_005,42,110,340,17,1,0,1,0,1,0,0,1,1,0,2,0,0,0,1,2,2,1,0,0,0,1,0,0,0,3,0,1,2,6,2,1,0,2,0,1,2,0,0,1,1,2,2,4,3,2,5,7,6,7,1,3,7,20,203,783,114,23
Beta_1.6,u_006,42,105,358,16,1,2,0,0,0,2,1,2,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,2,2,1,0,0,4,7,1,2,0,0,1,1,2,1,0,1,0,2,1,2,4,3,3,3,2,6,4,6,5,17,229,730,132,15
Beta_1.6,u_007,40,124,342,16,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,2,1,0,1,0,1,1,1,0,0,1,0,0,3,8,3,4,1,4,2,1,1,1,2,2,0,2,4,3,2,3,3,1,4,0,3,3,3,21,181,763,123,22
Beta_1.6,u_008,49,106,351,11,0,1,1,0,0,0,2,1,0,1,0,1,0,1,1,0,0,0,0,0,1,2,1,0,2,1,0,0,4,4,2,3,2,4,3,3,3,0,7,2,1,1,6,1,1,4,3,3,2,1,1,3,5,22,199,766,111,12
Beta_1.6,u_009,45,104,355,15,0,1,1,0,1,1,0,0,0,0,0,0,2,1,1,0,1,1,0,1,0,0,1,0,1,0,1,1,7,8,2,3,0,1,2,1,1,3,3,1,3,2,5,4,2,2,5,5,5,4,6,4,5,15,199,710,122,19
Beta_1.6,u_010,37,101,412,16,0,0,0,2,1,1,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,1,1,1,1,0,0,0,4,0,3,2,2,1,3,4,4,2,4,1,3,3,1,5,3,3,3,6,2,5,3,10,4,22,199,705,130,16
Beta_1.6,u_011,43,96,399,20,1,1,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,1,0,0,0,0,2,1,1,1,0,1,4,4,1,1,1,2,0,0,1,5,2,3,5,1,4,6,5,4,4,5,2,6,2,2,5,26,187,700,136,19
Beta_1.6,u_012,48,97,353,15,0,0,0,1,0,1,1,0,1,0,0,0,0,2,0,1,0,0,2,0,0,0,1,1,1,2,0,1,1,5,2,1,0,2,4,0,2,3,1,3,1,3,1,1,0,0,10,3,7,5,3,8,9,12,158,748,125,16
Beta_1.6,u_013,45,103,344,19,1,0,0,0,2,0,1,0,1,1,0,0,0,0,1,1,2,0,1,1,0,0,1,0,1,3,0,0,5,2,7,1,4,1,1,1,2,2,1,2,0,3,3,1,2,0,5,2,3,0,4,5,1,20,170,759,113,30
Beta_1.6,u_014,38,98,376,15,1,1,0,0,1,0,2,2,0,1,1,0,0,0,1,0,0,0,1,3,0,0,1,1,4,0,1,1,2,5,1,0,1,1,1,2,1,3,6,2,3,3,2,0,1,3,3,3,4,2,4,2,3,22,168,762,143,18
Beta_1.6,u_015,44,95,360,22,0,2,0,0,0,1,0,0,0,1,2,1,0,0,0,2,0,2,2,0,1,0,1,0,1,0,0,0,2,7,0,0,1,1,1,1,2,0,1,1,0,2,1,0,2,2,8,8,3,5,6,2,5,22,175,824,104,17
Beta_1.6,u_016,42,107,345,16,1,1,2,0,0,1,1,0,2,2,0,1,0,0,0,1,0,0,1,0,1,0,0,2,1,1,0,0,5,7,1,1,0,0,1,1,1,1,0,0,1,1,2,3,6,2,2,4,2,3,3,3,4,22,211,736,139,18
Beta_1.6,u_017,38,111,345,12,2,2,1,0,0,1,0,0,0,1,0,0,1,0,0,1,2,0,0,1,0,0,2,1,0,0,1,0,4,8,5,0,1,5,2,0,2,0,5,0,0,3,1,3,4,3,2,2,0,3,1,4,8,17,171,758,132,24
Beta_1.6,u_018,62,93,372,16,0,1,0,1,0,1,1,2,0,0,1,0,0,1,1,1,0,0,0,0,1,2,1,0,2,1,0,0,4,3,5,0,1,3,5,2,5,1,4,1,1,1,6,2,0,4,3,4,1,0,3,3,2,20,197,763,112,13
Beta_1.6,u_019,49,100,357,23,0,0,1,0,1,2,0,0,0,0,0,1,1,1,1,0,0,1,1,1,0,0,0,1,1,0,0,1,8,6,1,1,1,0,1,0,2,5,1,0,1,4,6,5,1,2,4,8,1,3,5,5,6,24,199,725,114,19
Beta_1.6,u_020,33,101,406,16,0,0,1,1,1,1,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0,1,0,2,1,0,0,0,3,2,2,1,3,1,3,4,1,2,3,1,3,1,1,4,1,5,8,2,0,4,8,5,7,23,203,708,125,17
Beta_1.6,u_021,44,91,398,22,1,2,0,0,0,1,0,1,0,0,1,0,1,0,0,2,0,0,1,0,0,1,1,1,0,2,0,0,4,5,1,0,1,0,0,2,2,4,1,3,3,3,3,5,9,1,2,4,4,4,0,1,5,20,170,719,145,20
Beta_1.6,u_022,44,96,376,15,0,1,0,1,0,0,2,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,1,1,2,0,1,2,6,3,1,1,2,2,1,3,2,3,1,3,2,0,2,1,2,4,8,5,5,3,8,11,18,176,732,129,22
Beta_1.6,u_023,43,96,371,11,1,0,0,0,1,1,0,1,0,1,0,1,0,0,1,0,1,1,1,1,0,0,0,1,0,3,1,0,5,4,2,2,4,2,0,3,2,1,3,2,2,2,3,1,1,1,5,3,1,3,3,3,4,17,183,758,120,25
Beta_1.6,u_024,38,94,373,18,0,1,1,0,0,1,0,3,0,1,1,0,0,0,0,1,0,0,1,0,3,0,0,2,1,4,0,0,5,4,1,0,2,1,2,2,2,2,3,1,3,3,1,0,3,3,2,4,6,3,2,2,2,17,165,758,147,24
Beta_1.6,u_025,43,90,364,21,1,2,0,0,0,0,1,0,0,1,0,2,1,0,0,0,2,0,2,2,1,0,0,1,0,1,0,0,2,6,1,0,2,0,4,0,2,1,0,0,2,0,2,1,3,3,9,4,2,5,4,6,6,22,169,827,119,15
Beta_1.6,u_026,46,103,355,13,0,1,2,1,0,0,1,1,0,2,2,1,0,0,0,0,1,0,0,0,1,0,0,2,1,1,0,0,5,7,3,0,0,0,2,1,1,0,1,0,1,2,2,6,3,2,3,4,2,3,5,2,7,23,224,735,146,18
Beta_1.6,u_027,37,123,363,15,0,4,1,0,0,0,0,1,0,0,0,0,2,0,0,0,2,1,0,0,1,1,1,1,0,0,1,0,3,12,1,0,1,3,3,0,2,2,5,0,3,1,1,2,4,4,0,4,2,3,0,5,5,24,190,758,122,29
Beta_1.6,u_028,52,104,371,14,0,0,0,2,0,0,0,2,1,0,0,0,1,1,1,1,0,0,0,0,0,3,1,0,0,3,0,3,1,5,1,1,2,4,6,1,9,1,0,0,3,3,0,3,2,4,4,6,1,3,2,1,5,9,177,784,125,15
Beta_1.6,u_029,54,103,364,19,1,0,0,1,1,1,1,0,0,0,0,0,2,1,1,0,0,0,1,2,0,0,0,1,1,0,0,1,9,7,0,2,0,1,0,3,2,1,2,0,4,4,3,4,2,7,3,4,1,6,5,4,4,21,199,749,109,14
Beta_1.6,u_030,33,105,407,18,0,0,0,2,1,1,0,0,0,1,2,0,0,0,0,0,1,1,0,1,0,0,1,2,0,1,0,0,2,4,0,1,2,3,3,2,2,0,5,0,3,3,1,1,4,5,5,3,1,6,4,6,5,27,198,725,118,23
Beta_1.6,u_031,42,89,402,19,1,1,2,0,0,0,0,1,1,0,1,0,0,1,0,1,1,0,1,0,0,0,2,1,0,2,0,2,3,5,0,2,1,0,0,0,6,1,2,1,6,4,3,2,5,3,2,5,2,4,3,0,6,18,180,715,129,22
Beta_1.6,u_032,48,95,372,14,1,1,0,0,1,0,2,0,0,0,1,0,0,1,2,0,1,0,0,1,1,0,0,1,2,2,0,1,2,5,3,2,2,1,0,2,2,2,1,3,3,1,0,2,1,4,5,4,5,10,3,4,7,15,178,736,128,19
Beta_1.6,u_033,42,104,392,17,0,1,0,0,1,2,0,1,0,0,1,0,1,0,0,1,0,2,1,1,0,0,0,0,1,3,0,0,5,3,3,3,3,2,3,2,0,4,2,3,2,1,0,2,3,0,5,1,4,3,1,3,1,21,169,769,100,27
Beta_1.6,u_034,44,89,365,19,0,1,0,1,0,0,1,0,3,1,1,0,0,0,0,0,0,1,0,1,2,1,0,1,1,5,0,0,5,4,2,2,0,2,0,4,1,4,2,2,3,3,0,4,1,0,6,2,6,1,2,0,4,15,162,781,122,19
Beta_1.6,u_035,44,96,359,18,4,1,1,0,0,0,0,1,0,0,1,2,1,0,0,0,1,1,1,3,1,0,0,1,0,0,0,0,4,6,0,0,2,1,2,1,0,2,2,1,0,1,1,1,4,2,9,2,4,6,4,4,8,24,176,806,111,18
Beta_1.6,u_036,46,106,355,9,1,1,2,1,0,0,0,2,0,1,3,1,0,0,0,0,1,0,0,0,0,2,0,1,2,0,0,1,5,5,6,1,0,1,2,0,1,0,1,0,1,2,1,3,6,0,5,4,3,1,4,3,8,22,187,772,129,19
Beta_1.6,u_037,40,116,373,11,1,5,1,0,0,0,1,0,0,0,0,0,1,1,0,0,2,0,1,0,0,1,1,2,0,0,1,0,3,12,0,0,4,1,1,0,0,5,3,4,1,1,2,2,3,3,1,4,3,2,2,3,4,26,163,763,142,20
