Folder_name,File_name,B1_1,B1_2,B1_3,B1_4,B1_5,B1_6,B1_7,B1_8,B1_9,B1_10,B1_11,B1_12,B1_13,B1_14,B1_15,B1_16,B1_17,B1_18,B1_19,B1_20,B1_21,B1_22,B1_23,B1_24,B1_25,B1_26,B1_27,B1_28,B1_29,B1_30,B1_31,B1_32,B1_33,B1_34,B1_35,B1_36,B1_37,B1_38,B1_39,B1_40,B1_41,B1_42,B1_43,B1_44,B1_45,B1_46,B1_47,B2_1,B2_2,B2_3,B2_4,B2_5,B2_6,B2_7,B2_8,B2_9,B2_10,B2_11,B2_12,B2_13,B2_14,B2_15,B2_16,B2_17,B2_18,B2_19,B2_20,B2_21,B2_22,B2_23,B2_24,B2_25,B2_26,B2_27,B2_28,B2_29,B2_30,B2_31,B2_32,B2_33,B2_34,B2_35,B2_36,B2_37,B2_38,B2_39,B2_40,B2_41,B2_42,B2_43,B2_44,B2_45,B2_46,B2_47
Beta_1.4,u_329,18,58,247,231,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,1,4,4,4,1,1,0,0,2,2,0,1,0,2,2,1,1,0,1,5,2,1,0,3,4,5,0,0,0,1,0,2,2,4,0,4,0,1,4,7,13,100,592,193,39,15
Beta_1.4,u_330,17,56,251,263,5,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,2,4,1,0,1,1,0,4,1,1,2,5,2,0,0,0,0,0,0,2,3,0,1,1,3,3,5,4,1,1,0,4,4,0,3,3,4,1,8,16,97,594,216,53,5
Beta_1.4,u_331,8,53,255,255,2,0,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,1,0,1,2,0,0,0,1,1,3,2,0,0,0,4,1,0,2,3,1,0,3,0,1,1,0,2,2,1,1,1,5,1,0,1,1,0,0,0,6,3,2,0,3,8,5,20,101,567,224,52,8
Beta_1.4,u_332,11,45,231,263,8,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,0,0,0,0,2,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,1,4,2,1,1,0,0,1,2,3,0,1,2,2,2,0,1,0,1,2,0,4,1,4,1,5,1,1,21,98,566,243,55,10
Beta_1.4,u_333,22,35,211,247,8,0,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,0,1,0,0,0,0,0,2,0,0,0,1,0,1,0,1,0,1,1,0,0,4,1,1,0,0,1,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1,0,0,1,2,2,3,2,1,2,1,1,2,4,1,1,5,3,0,3,16,95,610,277,43,8
Beta_1.4,u_334,23,46,175,260,2,0,0,1,0,0,1,0,0,2,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,1,4,1,0,0,2,0,2,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,2,1,0,1,1,2,0,0,2,2,2,3,5,3,7,22,105,652,239,53,10
Beta_1.4,u_335,15,62,163,242,6,1,0,0,0,2,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,0,0,0,1,0,0,3,4,4,0,1,0,0,0,0,0,0,1,0,0,0,3,0,1,1,2,0,1,1,0,0,1,1,0,3,3,1,0,0,2,0,0,1,3,3,6,18,96,674,249,52,5
Beta_1.4,u_336,19,61,199,215,9,0,1,1,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,1,1,2,4,0,0,0,2,2,2,0,3,2,0,0,1,1,1,1,0,0,0,2,0,0,1,1,1,2,4,0,2,3,2,0,1,0,1,1,2,4,13,109,690,219,51,4
Beta_1.4,u_337,22,69,198,214,4,0,1,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,5,2,0,0,2,1,0,0,0,1,0,0,0,2,0,1,4,0,2,3,0,3,4,0,0,1,1,0,0,1,0,0,3,1,1,3,3,3,8,15,106,688,221,29,7
Beta_1.4,u_338,27,71,224,196,3,0,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,6,6,5,0,0,0,0,0,2,0,1,0,0,0,0,3,1,0,0,0,1,2,1,1,1,1,1,0,3,3,2,3,1,4,3,3,1,2,1,14,92,673,201,32,12
Beta_1.4,u_339,22,62,228,212,9,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,2,1,0,0,0,5,3,1,2,1,2,0,2,3,1,2,3,3,1,0,0,0,0,1,1,3,1,0,2,1,0,0,1,5,0,1,1,0,1,1,5,0,0,3,24,98,631,190,64,2
Beta_1.4,u_340,21,57,233,223,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,1,7,5,1,0,0,0,0,4,2,0,1,0,2,4,1,3,1,1,3,4,0,2,3,5,1,0,0,0,1,0,2,2,4,2,1,5,0,3,21,99,577,197,24,13
Beta_1.4,u_341,18,56,239,247,3,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,1,0,0,0,1,1,2,4,1,1,1,1,1,0,2,0,4,1,4,1,0,0,0,0,0,0,2,5,2,0,2,2,3,4,4,2,0,2,6,0,2,1,5,2,10,18,86,596,212,48,8
Beta_1.4,u_342,8,53,249,249,2,1,0,1,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,2,0,0,0,2,1,2,4,0,0,0,0,5,1,0,4,3,1,0,1,0,2,1,0,2,1,0,3,0,6,1,0,0,1,1,1,0,6,4,1,2,3,10,23,87,575,225,56,4
Beta_1.4,u_343,11,49,227,268,7,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,0,1,0,0,0,2,0,1,0,0,1,1,1,0,1,1,0,0,0,1,0,0,0,3,4,1,0,0,1,0,0,3,3,0,2,2,3,1,0,1,0,3,1,3,2,0,5,3,3,3,18,97,565,247,66,12
Beta_1.4,u_344,23,33,208,243,7,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,0,1,0,0,0,0,0,2,0,0,0,0,1,1,0,1,0,0,2,0,0,0,5,0,2,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,1,3,4,1,2,2,1,0,0,6,2,3,3,2,4,20,90,607,274,45,4
Beta_1.4,u_345,22,48,179,255,3,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,2,0,0,0,1,0,0,0,0,2,0,0,1,4,1,0,0,2,0,2,1,0,0,1,0,0,2,0,0,1,1,0,0,0,1,0,1,0,1,0,1,2,1,1,1,2,2,1,0,3,7,11,17,110,644,252,56,7
Beta_1.4,u_346,16,60,161,230,7,0,0,0,1,1,0,0,0,2,0,1,0,0,1,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,2,5,4,1,1,0,0,0,0,0,1,0,0,0,0,0,2,2,1,2,2,0,0,1,0,0,0,4,3,1,2,1,0,0,1,0,1,1,4,6,22,93,700,224,53,8
Beta_1.4,u_347,19,62,191,220,6,1,0,1,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,2,0,0,0,1,1,2,4,0,0,0,2,0,2,2,0,2,2,0,1,2,1,0,0,0,0,1,1,0,0,1,2,2,0,3,3,1,2,1,1,2,0,0,4,3,15,102,691,229,48,7
Beta_1.4,u_348,24,68,216,208,3,2,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,2,1,0,1,1,1,0,0,0,1,0,1,1,0,0,2,3,1,0,4,0,1,4,1,0,2,1,0,0,0,1,1,2,2,1,5,2,6,24,100,690,227,24,9
Beta_1.4,u_349,28,73,218,195,5,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,7,6,5,1,0,0,0,0,1,1,0,2,0,0,0,1,2,1,2,0,2,0,1,2,2,0,0,1,0,4,2,1,3,3,2,5,1,4,3,16,92,672,190,37,13
Beta_1.4,u_350,22,55,250,218,4,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,2,0,0,0,0,5,5,0,3,0,1,2,1,4,1,2,2,5,0,1,0,0,1,0,1,2,2,1,1,1,0,1,0,2,4,1,3,0,1,2,1,1,0,3,22,101,636,199,54,2
Beta_1.4,u_351,21,58,238,240,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,2,0,0,0,0,0,0,0,1,2,0,0,1,2,6,4,3,0,0,0,0,0,2,2,2,0,1,2,5,1,2,1,2,4,3,4,0,2,3,1,0,1,0,0,2,3,4,1,4,1,0,3,17,105,591,191,43,7
Beta_1.4,u_352,18,48,243,249,4,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,2,1,5,2,0,1,2,2,0,1,2,1,3,0,4,1,0,0,0,0,0,2,2,2,5,1,0,1,5,3,2,1,2,4,4,2,0,5,4,5,15,93,576,227,55,8
Beta_1.4,u_353,6,58,262,263,6,0,1,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,1,2,0,1,1,1,0,0,1,3,4,2,2,1,0,1,1,0,2,0,1,2,0,1,4,1,5,1,0,0,1,1,0,1,4,5,2,2,10,24,91,563,224,60,4
Beta_1.4,u_354,10,48,234,254,10,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,0,0,0,2,0,0,2,0,0,1,0,2,0,0,0,2,0,0,0,1,0,0,0,4,1,2,1,0,1,0,0,2,4,1,5,1,1,0,2,1,0,3,2,2,0,2,3,6,4,16,96,575,241,56,9
Beta_1.4,u_355,20,38,218,234,9,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,2,0,0,0,4,2,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,2,0,0,0,1,2,0,0,0,0,5,2,2,4,1,1,0,2,4,3,5,1,6,15,95,616,271,61,4
Beta_1.4,u_356,22,45,180,241,4,0,1,0,0,0,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,5,1,0,0,0,2,2,1,1,0,0,0,1,0,1,1,1,1,0,1,0,1,0,0,0,0,0,2,0,4,0,1,3,1,2,1,0,10,8,19,105,651,252,56,3
Beta_1.4,u_357,16,65,168,239,4,0,0,0,2,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,4,5,2,1,1,0,0,0,0,0,1,0,0,0,0,0,3,2,2,2,1,0,0,0,1,3,1,3,2,1,2,0,0,0,2,0,3,0,6,25,97,674,244,52,10
Beta_1.4,u_358,19,66,185,216,5,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,0,0,0,0,2,2,3,1,0,0,0,2,1,0,3,0,2,2,2,3,0,0,0,0,0,0,1,0,1,1,2,1,2,1,4,3,2,2,0,2,0,1,1,4,15,99,706,238,33,9
Beta_1.4,u_359,25,65,212,199,4,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,3,1,1,0,1,0,0,2,0,0,1,2,0,0,0,0,3,2,1,0,2,3,0,2,2,3,1,0,0,1,1,1,0,3,2,0,5,4,24,101,709,207,20,4
Beta_1.4,u_360,24,67,224,190,4,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,7,7,2,3,1,0,0,0,1,0,1,0,1,1,0,0,0,2,1,2,2,1,1,1,1,1,1,0,1,0,4,2,2,2,3,2,2,4,7,18,88,672,189,28,16
Beta_1.4,u_361,19,53,238,222,5,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,1,2,0,0,0,0,3,5,2,0,2,0,1,2,3,4,3,0,2,3,0,2,0,0,0,2,1,2,0,1,0,1,0,1,1,1,4,0,3,3,0,0,2,1,2,20,100,633,198,66,2
Beta_1.4,u_362,21,57,240,238,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,2,0,0,0,0,0,0,0,0,1,2,0,0,0,2,8,3,4,0,0,0,0,1,0,2,0,2,0,1,2,5,2,0,1,3,6,2,2,0,2,4,1,0,0,2,1,1,5,2,1,1,3,3,17,104,590,209,49,5
Beta_1.4,u_363,16,52,237,259,5,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,2,1,6,3,0,0,3,0,2,0,4,0,1,3,2,4,0,0,1,0,1,0,3,2,1,2,2,0,2,4,2,2,1,1,7,3,2,0,6,7,19,97,574,236,47,6
Beta_1.4,u_364,6,56,256,257,7,0,2,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,2,0,0,0,0,1,2,0,1,2,2,1,0,0,4,2,2,4,1,1,0,1,1,0,2,0,1,3,0,1,3,3,4,0,1,0,0,0,2,2,5,3,2,5,25,92,583,217,55,4
Beta_1.4,u_365,13,45,229,239,14,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,2,0,1,1,0,0,1,0,2,0,0,0,1,0,0,0,0,1,0,1,2,2,1,3,1,0,1,0,1,1,2,5,5,0,1,1,2,2,1,3,1,2,1,3,5,9,13,88,576,240,66,11
Beta_1.4,u_366,20,41,206,245,4,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,1,1,0,0,2,4,2,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,0,1,4,2,4,2,3,1,0,1,2,4,6,2,8,15,88,614,271,70,5
Beta_1.4,u_367,23,44,174,254,8,1,0,0,0,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,2,1,0,0,0,5,1,0,0,0,1,3,1,2,0,0,0,0,1,0,2,2,1,1,0,1,0,0,0,0,0,2,0,1,2,0,2,1,1,0,3,3,5,8,19,103,652,241,57,5
Beta_1.4,u_368,16,57,169,227,3,0,0,2,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,1,3,6,0,4,1,0,0,0,0,0,0,1,0,0,0,1,0,2,2,2,2,1,0,1,1,2,2,2,2,1,0,1,1,1,1,1,2,0,7,19,99,672,249,51,13
Beta_1.4,u_369,22,65,180,217,5,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,1,2,2,3,1,0,0,0,2,0,1,0,2,1,3,2,3,1,0,0,0,0,0,0,1,1,3,0,0,1,1,1,4,1,4,3,0,1,1,0,4,17,104,683,240,38,6
Beta_1.4,u_370,22,63,223,192,3,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,4,2,1,3,1,0,1,0,0,0,1,0,3,0,0,0,0,2,1,2,1,0,2,1,1,1,2,3,1,1,1,1,0,2,2,0,1,2,3,16,110,714,194,28,4
Beta_1.4,u_371,25,56,236,192,5,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,6,8,0,5,0,0,0,0,0,1,0,2,0,2,1,0,0,0,2,2,2,1,2,0,0,3,1,0,0,0,4,1,4,0,1,4,1,2,9,25,99,665,181,22,13
Beta_1.4,u_372,20,50,247,212,4,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2,0,1,0,2,0,0,0,0,4,4,0,2,0,3,2,1,3,4,3,1,0,5,1,0,1,1,1,0,1,1,1,0,1,0,3,2,1,0,3,2,1,2,1,0,2,1,2,20,92,645,190,49,4
Beta_1.4,u_373,18,55,238,242,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2,0,0,1,0,0,2,0,0,0,0,0,0,0,1,1,1,0,0,0,2,8,1,3,4,0,0,0,0,0,3,0,0,1,1,2,3,2,2,0,3,4,5,2,1,0,4,1,2,1,1,0,4,2,2,0,3,3,2,17,95,593,211,51,5
Beta_1.4,u_374,17,51,251,262,4,0,0,1,0,0,0,0,1,0,0,0,2,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,3,1,3,5,1,1,0,1,1,3,1,3,0,1,2,5,3,0,0,1,2,0,0,0,2,0,1,4,1,2,3,3,1,1,3,7,3,0,4,4,21,91,586,227,43,11
Beta_1.4,u_375,8,55,247,265,7,2,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,2,0,0,0,0,1,1,1,1,0,2,3,2,0,0,2,1,5,5,0,1,1,1,1,0,2,2,3,0,1,1,4,4,2,1,0,0,0,0,1,5,2,3,2,27,98,569,231,60,3
Beta_1.4,u_376,15,47,224,247,5,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,2,0,0,0,0,2,0,0,2,0,0,0,1,0,2,0,0,0,0,1,0,0,0,0,1,0,0,2,0,3,3,1,0,1,0,2,1,2,6,3,0,3,1,2,1,0,4,2,1,2,5,12,22,87,574,245,75,11
Beta_1.4,u_377,20,41,209,247,5,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,2,0,0,0,0,0,0,1,1,0,0,0,0,2,0,0,0,1,0,0,2,0,0,0,2,4,1,2,0,0,2,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,1,2,2,2,3,3,2,2,0,2,0,6,9,1,18,86,638,270,64,8
Beta_1.4,u_378,19,45,177,239,9,1,0,0,0,2,0,2,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,5,1,0,0,0,0,2,2,1,2,0,0,0,1,0,2,1,0,1,2,0,0,0,0,1,1,0,0,0,1,3,0,2,0,1,3,4,3,7,23,98,665,244,64,5
Beta_1.4,u_379,15,57,178,222,5,0,1,1,0,0,0,3,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,1,3,5,1,1,4,0,0,0,0,0,0,0,1,0,0,0,0,1,2,2,2,2,2,0,2,2,1,0,1,2,0,2,1,1,1,2,1,1,4,18,105,691,237,52,15
Beta_1.4,u_380,26,66,205,208,7,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,2,2,2,1,1,0,0,1,0,1,0,0,3,2,2,1,4,0,0,0,0,0,0,1,2,1,1,1,0,0,1,2,3,2,4,4,0,0,1,2,20,97,699,242,35,2
Beta_1.4,u_381,23,62,226,184,5,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,2,3,1,1,0,0,1,0,0,0,1,1,1,1,0,0,0,3,0,3,0,1,1,1,2,0,2,6,0,0,2,0,1,1,1,2,1,3,18,104,709,194,12,5
Beta_1.4,u_382,22,58,238,198,9,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,2,5,7,2,4,1,0,0,0,0,2,0,0,0,2,2,0,0,0,2,2,2,2,0,0,2,2,1,0,1,0,3,2,0,3,0,2,3,2,8,25,92,670,196,23,10
Beta_1.4,u_383,20,51,243,209,6,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2,0,0,1,2,0,0,0,1,0,3,4,2,0,2,1,3,3,0,4,2,5,0,0,5,1,0,0,1,0,0,2,0,1,0,3,0,4,1,0,1,2,4,1,1,0,1,4,4,20,99,640,196,57,8
Beta_1.4,u_384,18,56,242,248,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2,0,0,1,0,0,2,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,8,0,3,6,1,0,0,0,0,0,3,0,0,2,1,0,4,1,4,1,3,5,5,1,0,2,4,0,2,4,1,0,2,0,3,1,2,2,18,100,589,200,52,4
Beta_1.4,u_385,12,54,250,268,3,0,1,0,0,0,0,1,0,0,0,2,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,3,2,3,1,5,0,0,0,2,1,2,2,3,1,2,3,5,1,3,0,0,0,0,0,0,3,1,1,3,1,1,4,4,1,1,6,5,1,1,10,14,91,586,220,52,7
Beta_1.4,u_386,13,51,233,271,6,2,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2,2,0,0,0,0,1,1,1,0,1,1,3,3,1,0,2,0,1,6,2,0,2,0,1,0,2,2,2,3,0,1,1,4,5,2,0,0,0,0,0,2,5,1,7,22,95,572,233,69,7
Beta_1.4,u_387,15,49,213,255,3,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,2,0,0,0,0,1,1,0,0,2,0,0,0,1,0,2,0,0,0,0,1,0,0,0,0,0,1,1,2,0,0,1,2,3,1,1,0,3,0,2,7,1,2,3,0,1,1,2,2,3,2,4,11,22,86,565,255,68,15
Beta_1.4,u_388,19,42,212,239,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,1,0,0,1,2,0,0,0,0,5,1,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,2,2,2,0,3,2,3,2,1,2,2,9,5,13,84,644,274,55,10
Beta_1.4,u_389,20,47,171,245,11,0,0,0,1,1,2,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,5,1,0,0,0,0,0,3,1,0,0,1,1,0,1,0,1,0,2,2,0,1,0,0,0,1,0,0,0,1,1,3,0,1,2,3,3,3,6,20,109,654,245,54,8
Beta_1.4,u_390,18,56,181,225,4,0,2,0,0,0,2,1,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,3,3,2,0,3,3,0,0,0,0,0,0,0,1,0,0,0,0,1,3,3,2,0,4,3,0,0,0,1,2,0,2,3,1,2,2,2,1,5,14,98,694,242,47,9
Beta_1.4,u_391,26,58,203,223,6,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,2,3,2,0,1,2,0,0,1,0,1,0,2,3,1,1,2,4,0,0,0,0,0,1,2,1,1,1,0,0,0,0,2,4,5,1,4,0,0,6,21,103,714,232,37,1
Beta_1.4,u_392,26,59,222,194,9,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,3,1,1,3,0,0,1,0,0,0,1,0,1,1,1,1,0,2,1,1,2,1,0,0,2,1,3,2,5,2,0,1,1,1,2,0,2,2,16,93,712,191,17,7
Beta_1.4,u_393,19,63,245,198,6,0,0,0,0,0,0,1,0,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0,2,3,9,3,0,5,0,0,0,1,1,0,0,0,0,1,2,2,2,0,1,2,3,1,1,0,0,2,1,2,0,2,3,0,2,1,0,3,3,7,20,103,672,178,36,2
Beta_1.4,u_394,19,53,230,225,10,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,0,1,0,2,0,0,0,0,1,3,4,1,1,0,2,5,1,3,2,4,3,1,2,1,5,0,1,0,0,0,1,1,0,2,1,2,0,3,2,0,2,3,3,0,0,2,1,7,22,97,649,184,48,10
Beta_1.4,u_395,19,53,246,236,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,7,2,1,3,4,0,0,0,0,0,0,2,2,0,0,2,1,5,3,4,0,4,3,6,0,1,3,6,2,1,1,0,0,3,0,3,0,2,16,98,595,207,53,4
